Field,Description,Type,Coverage,Users,Alphas
rsk62_beta_1_100_pharmaceuticals,"Industry beta (exposure) for the Pharmaceuticals industry factor in the USA risk model (1-day horizon, 100-day trailing window)",MATRIX,62%,50,217
rsk62_beta_1_100_qe2d,d2eq,MATRIX,100%,63,315
rsk62_beta_1_100_reits,"Per-stock industry factor beta for the REITs industry in the USA risk model, estimated over a 100-day window at a 1-day horizon; represents the stock’s exposure to the REITs industry",MATRIX,64%,22,66
rsk62_beta_1_100_retail,"Per-stock industry factor beta for the Retail industry in the USA risk model, estimated over a 100-day window at a 1-day horizon; represents the stock’s exposure to the Retail industry",MATRIX,59%,30,80
rsk62_beta_1_100_semiconductors,"Per-stock industry factor beta for the Semiconductors industry in the USA risk model, estimated over a 100-day window at a 1-day horizon; represents the stock’s exposure to the Semiconductors industry",MATRIX,57%,31,53
rsk62_beta_1_100_software,"Per-stock industry factor beta for the Software industry in the USA risk model, estimated over a 100-day window at a 1-day horizon; represents the stock’s exposure to the Software industry",MATRIX,47%,20,29
rsk62_beta_1_100_spe,"Regression beta (loading) on the earnings‑per‑share style factor (earnings yield proxy) for the stock, estimated with a 1‑day horizon over a 100‑day window",MATRIX,100%,49,140
rsk62_beta_1_100_telecommunications,"Per-stock industry factor beta for the Telecommunications industry in the USA risk model, estimated over a 100-day window at a 1-day horizon; represents the stock’s exposure to the Telecommunications industry",MATRIX,44%,23,26
rsk62_beta_1_100_transportation,"Per-stock industry factor beta for the Transportation industry in the USA risk model, estimated over a 100-day window at a 1-day horizon; represents the stock’s exposure to the Transportation industry",MATRIX,56%,27,33
rsk62_beta_1_100_volatility,"Regression beta coefficient for the recent return volatility style factor, estimated over a 100-day window using 1-day forward returns",MATRIX,100%,54,242
rsk62_beta_5_100_banks,"Per-stock beta coefficient for the Banks industry factor in the USA risk model (5-day horizon, 100-day window), capturing exposure to that industry",MATRIX,55%,43,474
rsk62_beta_5_100_chemicals,"Per-stock beta coefficient for the Chemicals industry factor in the USA risk model (5-day horizon, 100-day window), capturing exposure to that industry",MATRIX,41%,43,87
rsk62_beta_5_100_commercialservices,"Per-stock beta coefficient for the Commercial Services industry factor in the USA risk model (5-day horizon, 100-day window), capturing exposure to that industry",MATRIX,31%,19,30
rsk62_beta_5_100_computers,"Per-stock beta coefficient for the Computers industry factor in the USA risk model (5-day horizon, 100-day window), capturing exposure to that industry",MATRIX,42%,33,75
rsk62_beta_5_100_curratio,"Per-stock beta coefficient for the current ratio style factor in the USA risk model (5-day horizon, 100-day window)",MATRIX,100%,39,208
rsk62_beta_5_100_diversifiedfinanserv,"Per-stock beta coefficient for the Diversified Financial Services industry factor in the USA risk model (5-day horizon, 100-day window), capturing exposure to that industry",MATRIX,38%,27,38
rsk62_beta_5_100_dividend,"Per-stock beta coefficient for the dividend yield style factor in the USA risk model (5-day horizon, 100-day window)",MATRIX,100%,52,279
rsk62_beta_5_100_electric,"Per-stock beta coefficient for the Electric industry factor in the USA risk model (5-day horizon, 100-day window), capturing exposure to that industry",MATRIX,65%,35,240
rsk62_beta_5_100_electronics,"Per-stock beta coefficient for the Electronics industry factor in the USA risk model (5-day horizon, 100-day window), capturing exposure to that industry",MATRIX,33%,32,226
rsk62_beta_5_100_food,"Per-stock beta coefficient for the Food industry factor in the USA risk model (5-day horizon, 100-day window), capturing exposure to that industry",MATRIX,56%,30,91
rsk62_beta_5_100_growth,"Per-stock beta coefficient for the earnings growth style factor in the USA risk model (5-day horizon, 100-day window)",MATRIX,100%,42,84
rsk62_beta_5_100_healthcare_products,"Per-stock beta coefficient for the Healthcare Products industry factor in the USA risk model (5-day horizon, 100-day window), capturing exposure to that industry",MATRIX,50%,24,38
rsk62_beta_5_100_healthcare_services,"Per-stock beta coefficient for the Healthcare Services industry factor in the USA risk model (5-day horizon, 100-day window), capturing exposure to that industry",MATRIX,57%,14,27
rsk62_beta_5_100_insurance,"Per-stock beta coefficient for the Insurance industry factor in the USA risk model (5-day horizon, 100-day window), capturing exposure to that industry",MATRIX,46%,37,50
rsk62_beta_5_100_internet,"Per-stock beta coefficient for the Internet industry factor in the USA risk model (5-day horizon, 100-day window), capturing exposure to that industry",MATRIX,51%,22,63
rsk62_beta_5_100_logadv20,"Per-stock beta coefficient for the log of 20-day average dollar volume style factor in the USA risk model (5-day horizon, 100-day window)",MATRIX,100%,195,930
rsk62_beta_5_100_logcap,"Per-stock beta coefficient for the log of market capitalization style factor in the USA risk model (5-day horizon, 100-day window)",MATRIX,100%,75,506
rsk62_beta_5_100_margin,"Per-stock beta coefficient for the profit or gross margin style factor in the USA risk model (5-day horizon, 100-day window)",MATRIX,100%,33,118
rsk62_beta_5_100_mining,"Per-stock beta coefficient for the Mining industry factor in the USA risk model (5-day horizon, 100-day window), capturing exposure to that industry",MATRIX,69%,54,441
rsk62_beta_5_100_miscellaneousmanufactur,"Per-stock beta coefficient for the Miscellaneous Manufacturing industry factor in the USA risk model (5-day horizon, 100-day window), capturing exposure to that industry",MATRIX,38%,24,67
rsk62_beta_5_100_mtl,ltm,MATRIX,100%,43,213
rsk62_beta_5_100_mts,"Per-stock beta coefficient for the short-term momentum style factor in the USA risk model (5-day horizon, 100-day window)",MATRIX,100%,24,36
rsk62_beta_5_100_nipe,nipe,MATRIX,100%,39,170
rsk62_beta_5_100_oil_gas,"Per-stock beta coefficient for the Oil and Gas industry factor in the USA risk model (5-day horizon, 100-day window), capturing exposure to that industry",MATRIX,63%,19,61
rsk62_beta_5_100_pb,"Per-stock beta coefficient for the book-to-price style factor in the USA risk model (5-day horizon, 100-day window)",MATRIX,100%,35,108
rsk62_beta_5_100_pharmaceuticals,"Per-stock beta coefficient for the Pharmaceuticals industry factor in the USA risk model (5-day horizon, 100-day window), capturing exposure to that industry",MATRIX,58%,40,142
rsk62_beta_5_100_qe2d,d2eq,MATRIX,100%,42,144
rsk62_beta_5_100_reits,"Industry beta (regression coefficient) for a stock’s exposure to the REITs industry factor in the USA risk model, estimated with a 5-day horizon over a 100-day rolling window",MATRIX,61%,28,90
rsk62_beta_5_100_retail,"Industry beta (regression coefficient) for a stock’s exposure to the Retail industry factor in the USA risk model, estimated with a 5-day horizon over a 100-day rolling window",MATRIX,55%,21,26
rsk62_beta_5_100_semiconductors,"Industry beta (regression coefficient) for a stock’s exposure to the Semiconductors industry factor in the USA risk model, estimated with a 5-day horizon over a 100-day rolling window",MATRIX,54%,13,27
rsk62_beta_5_100_software,"Industry beta (regression coefficient) for a stock’s exposure to the Software industry factor in the USA risk model, estimated with a 5-day horizon over a 100-day rolling window",MATRIX,41%,93,150
rsk62_beta_5_100_spe,"Per-stock beta coefficient for the earnings yield (EPS over price) style factor in the USA risk model (5-day horizon, 100-day window)",MATRIX,100%,32,89
rsk62_beta_5_100_telecommunications,"Industry beta (regression coefficient) for a stock’s exposure to the Telecommunications industry factor in the USA risk model, estimated with a 5-day horizon over a 100-day rolling window",MATRIX,37%,23,49
rsk62_beta_5_100_transportation,"Industry beta (regression coefficient) for a stock’s exposure to the Transportation industry factor in the USA risk model, estimated with a 5-day horizon over a 100-day rolling window",MATRIX,51%,12,24
rsk62_beta_5_100_volatility,"Per-stock beta coefficient for the recent return volatility style factor in the USA risk model (5-day horizon, 100-day window)",MATRIX,100%,40,126
rsk62_beta_factor_1_100_curratio,"First-stage regression beta coefficient (factor loading) for the current ratio style factor in the USA model (1-day horizon, 100-day window)",MATRIX,100%,30,78
rsk62_beta_factor_1_100_dividend,"First-stage regression beta coefficient for the dividend yield style factor in the USA model (1-day horizon, 100-day window)",MATRIX,100%,21,39
rsk62_beta_factor_1_100_growth,"First-stage regression beta coefficient for the earnings growth style factor in the USA model (1-day horizon, 100-day window)",MATRIX,100%,24,81
rsk62_beta_factor_1_100_logadv20,"First-stage regression beta coefficient for the log of 20-day average dollar volume style factor in the USA model (1-day horizon, 100-day window)",MATRIX,100%,31,62
rsk62_beta_factor_1_100_logcap,"First-stage regression beta coefficient for the log market capitalization (size) style factor in the USA model (1-day horizon, 100-day window)",MATRIX,100%,21,29
rsk62_beta_factor_1_100_margin,"First-stage regression beta coefficient for the gross profit margin style factor in the USA model (1-day horizon, 100-day window)",MATRIX,100%,20,56
rsk62_beta_factor_1_100_mtl,"First-stage regression beta coefficient for the long-term momentum style factor in the USA model (1-day horizon, 100-day window)",MATRIX,100%,25,73
rsk62_beta_factor_1_100_mts,"First-stage regression beta coefficient for the short-term momentum style factor in the USA model (1-day horizon, 100-day window)",MATRIX,100%,20,39
rsk62_beta_factor_1_100_nipe,nipe,MATRIX,100%,21,31
rsk62_beta_factor_1_100_pb,"First-stage regression beta coefficient for the book-to-price (value) style factor in the USA model (1-day horizon, 100-day window)",MATRIX,100%,22,96
rsk62_beta_factor_1_100_qe2d,d2eq,MATRIX,100%,21,30
rsk62_beta_factor_1_100_spe,"First-stage regression beta coefficient for the earnings yield/EPS style factor in the USA model (1-day horizon, 100-day window)",MATRIX,100%,9,16
rsk62_beta_factor_1_100_volatility,"First-stage regression beta coefficient for the recent return volatility style factor in the USA model (1-day horizon, 100-day window)",MATRIX,100%,18,30
rsk62_beta_factor_5_100_curratio,"Estimated beta (loading) on the current ratio style factor (current assets to current liabilities) from the first-stage regression (GLOBAL, 5-day horizon, 100-day window), per stock",MATRIX,100%,22,40
rsk62_beta_factor_5_100_dividend,First-stage regression beta (loading) for the dividend yield style factor at a 5-day return horizon using a 100-day window,MATRIX,100%,24,41
rsk62_beta_factor_5_100_growth,"Estimated beta (loading) on the earnings growth rate style factor from the first-stage regression (GLOBAL, 5-day horizon, 100-day window), per stock",MATRIX,100%,28,44
rsk62_beta_factor_5_100_logadv20,First-stage regression beta (loading) for the log of 20-day average dollar volume (ADV20) style factor at a 5-day return horizon using a 100-day window,MATRIX,100%,32,110
rsk62_beta_factor_5_100_logcap,First-stage regression beta (loading) for the log of market capitalization style factor at a 5-day return horizon using a 100-day window,MATRIX,100%,27,103
rsk62_beta_factor_5_100_margin,"Estimated beta (loading) on the gross profit margin style factor from the first-stage regression (GLOBAL, 5-day horizon, 100-day window), per stock",MATRIX,100%,18,78
rsk62_beta_factor_5_100_mtl,"Estimated beta (loading) on the long-term momentum style factor from the first-stage regression (GLOBAL, 5-day horizon, 100-day window), per stock",MATRIX,100%,15,33
rsk62_beta_factor_5_100_mts,First-stage regression beta (loading) for the short-term momentum style factor at a 5-day return horizon using a 100-day window,MATRIX,100%,14,54
rsk62_beta_factor_5_100_nipe,nipe,MATRIX,100%,23,44
rsk62_beta_factor_5_100_pb,"Estimated beta (loading) on the book-to-price value style factor from the first-stage regression (GLOBAL, 5-day horizon, 100-day window), per stock",MATRIX,100%,14,23
rsk62_beta_factor_5_100_qe2d,First-stage regression beta (loading) for the debt-to-equity style factor at a 5-day return horizon using a 100-day window,MATRIX,100%,24,69
rsk62_beta_factor_5_100_spe,"Estimated beta (loading) on the earnings per share relative to price (earnings yield) style factor from the first-stage regression (GLOBAL, 5-day horizon, 100-day window), per stock",MATRIX,100%,17,44
rsk62_beta_factor_5_100_volatility,First-stage regression beta (loading) for the recent return volatility style factor at a 5-day return horizon using a 100-day window,MATRIX,100%,22,86
rsk62_beta_industry_constr_1_100_banks,Constrained second-stage industry beta (exposure) for the Banks industry in the USA risk model using a 1-day horizon and 100-day rolling window,MATRIX,58%,19,56
rsk62_beta_industry_constr_1_100_chemicals,Constrained second-stage industry beta (exposure) for the Chemicals industry in the USA risk model using a 1-day horizon and 100-day rolling window,MATRIX,47%,13,15
rsk62_beta_industry_constr_1_100_commercialservices,Constrained second-stage industry beta (exposure) for the Commercial Services industry in the USA risk model using a 1-day horizon and 100-day rolling window,MATRIX,39%,8,14
rsk62_beta_industry_constr_1_100_computers,Constrained second-stage industry beta (exposure) for the Computers industry in the USA risk model using a 1-day horizon and 100-day rolling window,MATRIX,44%,9,20
rsk62_beta_industry_constr_1_100_diversifiedfinanserv,Constrained second-stage industry beta (exposure) for the Diversified Financial Services industry in the USA risk model using a 1-day horizon and 100-day rolling window,MATRIX,44%,21,31
rsk62_beta_industry_constr_1_100_electric,Constrained second-stage industry beta (exposure) for the Electric industry in the USA risk model using a 1-day horizon and 100-day rolling window,MATRIX,66%,16,20
rsk62_beta_industry_constr_1_100_electronics,Constrained second-stage industry beta (exposure) for the Electronics industry in the USA risk model using a 1-day horizon and 100-day rolling window,MATRIX,39%,10,15
rsk62_beta_industry_constr_1_100_food,Constrained second-stage industry beta (exposure) for the Food industry in the USA risk model using a 1-day horizon and 100-day rolling window,MATRIX,59%,10,11
rsk62_beta_industry_constr_1_100_healthcare_products,Constrained second-stage industry beta (exposure) for the Healthcare Products industry in the USA risk model using a 1-day horizon and 100-day rolling window,MATRIX,53%,12,17
rsk62_beta_industry_constr_1_100_healthcare_services,Constrained second-stage industry beta (exposure) for the Healthcare Services industry in the USA risk model using a 1-day horizon and 100-day rolling window,MATRIX,60%,13,18
rsk62_beta_industry_constr_1_100_insurance,Constrained second-stage industry beta (exposure) for the Insurance industry in the USA risk model using a 1-day horizon and 100-day rolling window,MATRIX,50%,17,24
rsk62_beta_industry_constr_1_100_internet,Constrained second-stage industry beta (exposure) for the Internet industry in the USA risk model using a 1-day horizon and 100-day rolling window,MATRIX,56%,8,11
rsk62_beta_industry_constr_1_100_mining,Constrained second-stage industry beta (exposure) for the Mining industry in the USA risk model using a 1-day horizon and 100-day rolling window,MATRIX,72%,14,33
rsk62_beta_industry_constr_1_100_miscellaneousmanufactur,Constrained second-stage industry beta (exposure) for the Miscellaneous Manufacturing industry in the USA risk model using a 1-day horizon and 100-day rolling window,MATRIX,43%,12,17
rsk62_beta_industry_constr_1_100_oil_gas,Constrained second-stage industry beta (exposure) for the Oil & Gas industry in the USA risk model using a 1-day horizon and 100-day rolling window,MATRIX,67%,12,19
rsk62_beta_industry_constr_1_100_pharmaceuticals,Constrained second-stage industry beta (exposure) for the Pharmaceuticals industry in the USA risk model using a 1-day horizon and 100-day rolling window,MATRIX,62%,25,65
rsk62_beta_industry_constr_1_100_reits,Constrained second-stage industry beta (exposure) for the REITs industry in the USA risk model using a 1-day horizon and 100-day rolling window,MATRIX,64%,7,8
rsk62_beta_industry_constr_1_100_retail,Constrained second-stage industry beta (exposure) for the Retail industry in the USA risk model using a 1-day horizon and 100-day rolling window,MATRIX,59%,15,23
rsk62_beta_industry_constr_1_100_semiconductors,Constrained second-stage industry beta (exposure) for the Semiconductors industry in the USA risk model using a 1-day horizon and 100-day rolling window,MATRIX,57%,18,29
rsk62_beta_industry_constr_1_100_software,Constrained second-stage industry beta (exposure) for the Software industry in the USA risk model using a 1-day horizon and 100-day rolling window,MATRIX,47%,8,8
rsk62_beta_industry_constr_1_100_telecommunications,Constrained second-stage industry beta (exposure) for the Telecommunications industry in the USA risk model using a 1-day horizon and 100-day rolling window,MATRIX,44%,8,11
rsk62_beta_industry_constr_1_100_transportation,Constrained second-stage industry beta (exposure) for the Transportation industry in the USA risk model using a 1-day horizon and 100-day rolling window,MATRIX,56%,13,26
rsk62_beta_industry_constr_5_100_banks,"Constrained industry beta (second-stage regression coefficient) for the Banks industry factor in the USA risk model, estimated over a 100-day window at a 5-day return horizon",MATRIX,54%,12,43
rsk62_beta_industry_constr_5_100_chemicals,"Constrained industry beta (second-stage regression coefficient) for the Chemicals industry factor in the USA risk model, estimated over a 100-day window at a 5-day return horizon",MATRIX,41%,12,16
rsk62_beta_industry_constr_5_100_commercialservices,"Constrained industry beta (second-stage regression coefficient) for the Commercial Services industry factor in the USA risk model, estimated over a 100-day window at a 5-day return horizon",MATRIX,31%,10,12
rsk62_beta_industry_constr_5_100_computers,"Constrained industry beta (second-stage regression coefficient) for the Computers industry factor in the USA risk model, estimated over a 100-day window at a 5-day return horizon",MATRIX,41%,14,21
rsk62_beta_industry_constr_5_100_diversifiedfinanserv,"Constrained industry beta (second-stage regression coefficient) for the Diversified Financial Services industry factor in the USA risk model, estimated over a 100-day window at a 5-day return horizon",MATRIX,37%,15,103
rsk62_beta_industry_constr_5_100_electric,"Constrained industry beta (second-stage regression coefficient) for the Electric industry factor in the USA risk model, estimated over a 100-day window at a 5-day return horizon",MATRIX,64%,6,27
rsk62_beta_industry_constr_5_100_electronics,"Constrained industry beta (second-stage regression coefficient) for the Electronics industry factor in the USA risk model, estimated over a 100-day window at a 5-day return horizon",MATRIX,33%,16,49
rsk62_beta_industry_constr_5_100_food,"Constrained industry beta (second-stage regression coefficient) for the Food industry factor in the USA risk model, estimated over a 100-day window at a 5-day return horizon",MATRIX,56%,13,15
rsk62_beta_industry_constr_5_100_healthcare_products,"Constrained industry beta (second-stage regression coefficient) for the Healthcare Products industry factor in the USA risk model, estimated over a 100-day window at a 5-day return horizon",MATRIX,49%,8,13
rsk62_beta_industry_constr_5_100_healthcare_services,"Constrained industry beta (second-stage regression coefficient) for the Healthcare Services industry factor in the USA risk model, estimated over a 100-day window at a 5-day return horizon",MATRIX,56%,11,63
rsk62_beta_industry_constr_5_100_insurance,"Constrained industry beta (second-stage regression coefficient) for the Insurance industry factor in the USA risk model, estimated over a 100-day window at a 5-day return horizon",MATRIX,45%,16,24
rsk62_beta_industry_constr_5_100_internet,"Constrained industry beta (second-stage regression coefficient) for the Internet industry factor in the USA risk model, estimated over a 100-day window at a 5-day return horizon",MATRIX,50%,8,10
rsk62_beta_industry_constr_5_100_mining,"Constrained industry beta (second-stage regression coefficient) for the Mining industry factor in the USA risk model, estimated over a 100-day window at a 5-day return horizon",MATRIX,69%,18,45
rsk62_beta_industry_constr_5_100_miscellaneousmanufactur,"Constrained industry beta (second-stage regression coefficient) for the Miscellaneous Manufacturing industry factor in the USA risk model, estimated over a 100-day window at a 5-day return horizon",MATRIX,37%,9,16
rsk62_beta_industry_constr_5_100_oil_gas,"Constrained industry beta (second-stage regression coefficient) for the Oil & Gas industry factor in the USA risk model, estimated over a 100-day window at a 5-day return horizon",MATRIX,62%,9,17
rsk62_beta_industry_constr_5_100_pharmaceuticals,"Constrained industry beta (second-stage regression coefficient) for the Pharmaceuticals industry factor in the USA risk model, estimated over a 100-day window at a 5-day return horizon",MATRIX,58%,13,38
rsk62_beta_industry_constr_5_100_reits,"Constrained industry beta (second-stage regression coefficient) for the REITs industry factor in the USA risk model, estimated over a 100-day window at a 5-day return horizon",MATRIX,60%,23,96
rsk62_beta_industry_constr_5_100_retail,"Constrained industry beta (second-stage regression coefficient) for the Retail industry factor in the USA risk model, estimated over a 100-day window at a 5-day return horizon",MATRIX,54%,16,22
rsk62_beta_industry_constr_5_100_semiconductors,"Constrained industry beta (second-stage regression coefficient) for the Semiconductors industry factor in the USA risk model, estimated over a 100-day window at a 5-day return horizon",MATRIX,53%,11,46
rsk62_beta_industry_constr_5_100_software,"Constrained industry beta (second-stage regression coefficient) for the Software industry factor in the USA risk model, estimated over a 100-day window at a 5-day return horizon",MATRIX,41%,18,25
rsk62_beta_industry_constr_5_100_telecommunications,"Constrained industry beta (second-stage regression coefficient) for the Telecommunications industry factor in the USA risk model, estimated over a 100-day window at a 5-day return horizon",MATRIX,37%,14,40
rsk62_beta_industry_constr_5_100_transportation,"Constrained industry beta (second-stage regression coefficient) for the Transportation industry factor in the USA risk model, estimated over a 100-day window at a 5-day return horizon",MATRIX,50%,13,59
rsk62_curratio_di,Date Index of current ratio,MATRIX,100%,82,175
rsk62_dividend_di,Date Index of dividend,MATRIX,100%,74,176
rsk62_factor_1_100_intercept,"Intercept term of the first-stage style factor regression in the USA model (1-day horizon, 100-day window)",MATRIX,100%,26,89
rsk62_factor_1_100_val100,Val100,MATRIX,100%,95,156
rsk62_factor_1_100_val24,"Per-stock style factor regressor series for the USA 1-day horizon risk model: the 24th lagged value in the 100-length sequence (Val1 most recent, Val100 oldest)",MATRIX,100%,24,82
rsk62_factor_1_100_val25,Val25,MATRIX,100%,26,52
rsk62_factor_1_100_val26,"Per-stock style factor regressor series for the USA 1-day horizon risk model: the 26th lagged value in the 100-length sequence (Val1 most recent, Val100 oldest)",MATRIX,100%,22,51
rsk62_factor_1_100_val27,"Lagged style-factor regression input series value number 27 for USA, 1-day horizon; Val1 is most recent, Val100 oldest",MATRIX,100%,14,22
rsk62_factor_1_100_val28,Val28,MATRIX,100%,14,27
rsk62_factor_1_100_val29,"Per-stock style factor regressor series for the USA 1-day horizon risk model: the 29th lagged value in the 100-length sequence (Val1 most recent, Val100 oldest)",MATRIX,100%,13,17
rsk62_factor_1_100_val30,Val30,MATRIX,100%,23,40
rsk62_factor_1_100_val31,Val31,MATRIX,100%,18,28
rsk62_factor_1_100_val32,"Per-stock style factor regressor series for the USA 1-day horizon risk model: the 32nd lagged value in the 100-length sequence (Val1 most recent, Val100 oldest)",MATRIX,100%,14,24
rsk62_factor_1_100_val33,Val33,MATRIX,100%,20,80
rsk62_factor_1_100_val34,Val34,MATRIX,100%,28,39
rsk62_factor_1_100_val35,"Lagged style-factor regression input series value number 35 for USA, 1-day horizon; Val1 is most recent, Val100 oldest",MATRIX,100%,16,34
rsk62_factor_1_100_val36,Val36,MATRIX,100%,11,19
rsk62_factor_1_100_val37,"Lagged style-factor regression input series value number 37 for USA, 1-day horizon; Val1 is most recent, Val100 oldest",MATRIX,100%,14,18
rsk62_factor_1_100_val38,"Lagged style-factor regression input series value number 38 for USA, 1-day horizon; Val1 is most recent, Val100 oldest",MATRIX,100%,13,18
rsk62_factor_1_100_val39,"Per-stock style factor regressor series for the USA 1-day horizon risk model: the 39th lagged value in the 100-length sequence (Val1 most recent, Val100 oldest)",MATRIX,100%,14,19
rsk62_factor_1_100_val40,Val40,MATRIX,100%,15,193
rsk62_factor_1_100_val41,"Lagged style-factor regression input series value number 41 for USA, 1-day horizon; Val1 is most recent, Val100 oldest",MATRIX,100%,16,29
rsk62_factor_1_100_val42,Val42,MATRIX,100%,11,227
rsk62_factor_1_100_val43,"Lagged style-factor regression input series value number 43 for USA, 1-day horizon; Val1 is most recent, Val100 oldest",MATRIX,100%,11,18
rsk62_factor_1_100_val44,Val44,MATRIX,100%,8,10
rsk62_factor_1_100_val45,"Lagged style-factor regression input series value number 45 for USA, 1-day horizon; Val1 is most recent, Val100 oldest",MATRIX,100%,15,54
rsk62_factor_1_100_val46,Val46,MATRIX,100%,12,22
rsk62_factor_1_100_val47,"Lagged style-factor regression input series value number 47 for USA, 1-day horizon; Val1 is most recent, Val100 oldest",MATRIX,100%,13,42
rsk62_factor_1_100_val48,"Lagged style-factor regression input series value number 48 for USA, 1-day horizon; Val1 is most recent, Val100 oldest",MATRIX,100%,12,16
rsk62_factor_1_100_val49,Val49,MATRIX,100%,13,30
rsk62_factor_1_100_val50,"Per-stock style factor regressor series for the USA 1-day horizon risk model: the 50th lagged value in the 100-length sequence (Val1 most recent, Val100 oldest)",MATRIX,100%,10,13
rsk62_factor_1_100_val51,"Lagged style-factor regression input series value number 51 for USA, 1-day horizon; Val1 is most recent, Val100 oldest",MATRIX,100%,11,26
rsk62_factor_1_100_val52,"Per-stock style factor regressor series for the USA 1-day horizon risk model: the 52nd lagged value in the 100-length sequence (Val1 most recent, Val100 oldest)",MATRIX,100%,15,25
rsk62_factor_1_100_val53,Val53,MATRIX,100%,15,66
