Field,Description,Type,Coverage,Users,Alphas
mdl230_allcap_sedol_cfroi,Trailing 12‑month cash flow divided by average invested capital (common equity + long‑term debt + minority interest + preferred stock),MATRIX,80%,16,17
mdl230_allcap_sedol_cg3yroic,"3-year geometric growth rate of ROIC, where ROIC = (TTM net income + interest expenses) divided by average invested capital; invested capital = common equity + long-term debt + minority interest + preferred stock",MATRIX,71%,14,15
mdl230_allcap_sedol_cg3ysales,Compound annual growth rate of sales over the past 3 years,MATRIX,75%,3,6
mdl230_allcap_sedol_chg12mtotdebt,"Twelve-month relative change in total debt, where total debt equals long-term plus short-term debt",MATRIX,71%,118,1171
mdl230_allcap_sedol_chg3ycfast,"Most recent TTM operating cash flow minus comparable TTM cash flow from 12 quarters ago, scaled by average total assets over the period",MATRIX,76%,20,36
mdl230_allcap_sedol_chg3yepsast,"TTM EPS before extraordinary items minus EPS 12 quarters ago, scaled by average total assets per share",MATRIX,78%,6,9
mdl230_allcap_sedol_chg3yepsp,"Difference between the trailing 12-month earnings per share and that of 12 quarters ago, divided by the month-end trading price",MATRIX,79%,7,7
mdl230_allcap_sedol_chg3yfcfast,(TTM free cash flow − TTM free cash flow 12 quarters ago) divided by average total assets,MATRIX,77%,9,13
mdl230_allcap_sedol_chg3yocfast,"Most recent TTM operating cash flow minus operating cash flow 12 quarters ago, scaled by average total assets",MATRIX,78%,13,45
mdl230_allcap_sedol_chg6malpha18m,Six‑month change in the 18‑month alpha (intercept from regressing monthly stock returns on S&P 500 monthly returns over the last 18 months),MATRIX,75%,14,19
mdl230_allcap_sedol_chgalpha12m,6-month change in the 12-month alpha (intercept from regression of stock monthly returns on S&P 500 monthly returns over the last 12 months),MATRIX,77%,16,69
mdl230_allcap_sedol_chgalpha36m,Six‑month change in the 36‑month alpha (intercept from regressing monthly stock returns on S&P 500 monthly returns over the last 36 months),MATRIX,69%,16,24
mdl230_allcap_sedol_chgars,Change between the latest accounts receivable as a percentage of trailing 12-month sales and the same percentage four quarters earlier,MATRIX,71%,22,95
mdl230_allcap_sedol_chginvavgast,12-month change in quarterly total inventories scaled by the average of assets at the most recent quarter end and 4 quarters prior,MATRIX,48%,9,15
mdl230_allcap_sedol_chgnoa,"Year-over-year change of net operating assets to total assets, where net operating assets equal the most recent quarterly short-term debt plus long-term debt plus preferred equity plus common equity minus cash",MATRIX,76%,24,92
mdl230_allcap_sedol_chgollev,Change in operating liability leverage from current quarter to 4 quarters ago; OLL = 1 − (ST debt + LT debt + common equity + preferred equity − cash)/(total assets − cash),MATRIX,82%,11,12
mdl230_allcap_sedol_chgqtrepssurp,"Change in quarterly earnings surprise (Actual EPS − consensus EPS), scaled by the most recent closing price",MATRIX,73%,3,4
mdl230_allcap_sedol_chgreccast,Percent change in the ratio of accounts receivable to current assets versus the same fiscal quarter one year ago,MATRIX,65%,10,15
mdl230_allcap_sedol_chgsgasale,Yearly change in SG&A expenses minus yearly change in sales,MATRIX,72%,5,5
mdl230_allcap_sedol_chgshare,It is defined as the percent change in a company's current number of outstanding shares as compared to the number of shares outstanding one year ago.,MATRIX,79%,9,9
mdl230_allcap_sedol_chgvolpre4y,Change in the most recent 6-month moving average of monthly turnover ratio compared to the 12-month moving average of monthly turnover ratio four years ago,MATRIX,67%,9,11
mdl230_allcap_sedol_cogsinvt,Absolute value of the difference between the yearly percent change in trailing 12-month cost of goods sold and the yearly percent change in inventory level,MATRIX,46%,6,13
mdl230_allcap_sedol_coreepsp,"TTM core earnings per share from operations, excluding accounting changes, discontinued operations, extraordinary and special items, divided by month-end trading price",MATRIX,82%,4,4
mdl230_allcap_sedol_covol,Slope of the least-squares regression line of the last 60 months of monthly trading volume against time,MATRIX,74%,12,23
mdl230_allcap_sedol_cpgspea2y,"Consensus FY2 EPS minus consensus FY1 EPS, divided by consensus FY1 EPS (analyst estimated EPS growth from FY1 to FY2)",MATRIX,81%,4,4
mdl230_allcap_sedol_curindbp_,"Industry-standardized BP: a stock's current book-to-price ratio minus the industry average, scaled by the cross-sectional standard deviation within the relative universe",MATRIX,82%,3,6
mdl230_allcap_sedol_curindcfp_,"Industry-standardized CFP: a stock's TTM cash flow-to-price ratio minus the industry average, scaled by the cross-sectional standard deviation within the relative universe",MATRIX,81%,3,3
mdl230_allcap_sedol_curinddivp_,"Stock’s trailing 12-month dividend yield minus the industry average, divided by the cross-sectional standard deviation within the relative universe",MATRIX,79%,5,23
mdl230_allcap_sedol_curindebitdap_,"Current industry-normalized (probably z-scored) ratio of EBITDA to Price, standardizing a stock’s EBITDA/Price relative to its industry",MATRIX,81%,7,8
mdl230_allcap_sedol_curindep_,"Industry-standardized deviation of trailing 12-month earnings per share before extraordinary items to price (E/P) from the industry average, scaled by the industry standard deviation (i.e., an industry z-score of E/P)",MATRIX,82%,3,4
mdl230_allcap_sedol_curindfcfp_,"Stock’s trailing 12-month free cash flow-to-price ratio minus the industry average, divided by the cross-sectional standard deviation within the relative universe",MATRIX,82%,3,4
mdl230_allcap_sedol_curindocfp_,"Industry-standardized OCFP: a stock's TTM operating cash flow-to-price ratio minus the industry average, scaled by the cross-sectional standard deviation within the relative universe",MATRIX,82%,7,10
mdl230_allcap_sedol_curindocfta_,"Industry-normalized z-score of OCFTA: TTM operating cash flow-to-total assets minus industry average, divided by the industry standard deviation within the relative universe",MATRIX,82%,11,19
mdl230_allcap_sedol_curindsp_,It is defined as a stock's trailing 12-month sales-to-price ratio (SP) less the average of the SPs of all stocks in the same industry deflated by the standard deviation of the SPs of all stocks in the same relative universe,MATRIX,82%,2,2
mdl230_allcap_sedol_curratio,"Current Ratio (current assets divided by current liabilities), a measure of liquidity",MATRIX,69%,7,7
mdl230_allcap_sedol_cvvolp20d,Ratio of the coefficient of variation of the last 20 days of closing prices to the coefficient of variation of daily trading volume over the same period,MATRIX,83%,6,6
mdl230_allcap_sedol_cws,Average working capital over the trailing 12 months divided by total sales in the same period; working capital = inventory + accounts receivable − accounts payable,MATRIX,66%,3,6
mdl230_allcap_sedol_d41isr,"Relative Strength Index measuring average up/down price moves over the prior 14 days, used to identify overbought/oversold conditions",MATRIX,83%,6,17
mdl230_allcap_sedol_dcc,"Most recently reported quarterly cash flow from operations less cash dividends, divided by current interest-bearing debt",MATRIX,64%,16,30
mdl230_allcap_sedol_debtcf,TTM cash flow divided by the sum of most recent long-term debt and short-term interest-bearing debt,MATRIX,72%,7,9
mdl230_allcap_sedol_debtmktcap,Long-term debt plus short-term debt divided by market capitalization,MATRIX,71%,9,10
mdl230_allcap_sedol_div5yg,Five-year growth in dividends paid by the company,MATRIX,37%,4,8
mdl230_allcap_sedol_divcf,Trailing 12-month cash dividends divided by trailing 12-month cash flow; cash dividends include both common and preferred dividends,MATRIX,38%,5,5
mdl230_allcap_sedol_divcov,Trailing 12-month earnings from operations divided by indicated annual dividends,MATRIX,40%,5,6
mdl230_allcap_sedol_divgp,"Total dividends paid divided by (revenue − cost of goods sold), i.e., dividends to gross profit",MATRIX,32%,6,12
mdl230_allcap_sedol_divyield,Trailing 12‑month dividends per share divided by month‑end trading price,MATRIX,40%,13,13
mdl230_allcap_sedol_dpcapex,Absolute difference between the yearly percent change in TTM depreciation expense and the yearly percent change in TTM capital expenditures,MATRIX,77%,11,23
mdl230_allcap_sedol_dsu,"Beta coefficient to change in US Dollar value, estimated by a 60-month multiple regression of returns on several macroeconomic factors",MATRIX,78%,10,12
mdl230_allcap_sedol_dtsm1_rd,Standard deviation of the stock’s daily total return over the trailing one month,MATRIX,83%,17,22
mdl230_allcap_sedol_earningstorpedo,"(Next 4-quarter EPS estimate plus TTM real earnings surprise) divided by TTM EPS, where TTM earnings surprise is the sum over the last 4 quarters of actual EPS minus estimated EPS",MATRIX,76%,33,122
mdl230_allcap_sedol_earnshortfall,Reported accounting earnings minus free cash flow scaled by average assets,MATRIX,82%,6,7
mdl230_allcap_sedol_ebitdadebt,"It is defined as trailing-twelve-month earnings before interest, taxes, depreciation and amortization divided by current total debt",MATRIX,70%,6,8
mdl230_allcap_sedol_ebitdadebtchg,"It is defined as annual change in the ratio of trailing-twelve-month earnings before interest, taxes, depreciation and amortization divided by current total debt",MATRIX,68%,5,5
mdl230_allcap_sedol_ebitdaev,Trailing 12-month EBITDA divided by enterprise value,MATRIX,81%,5,5
mdl230_allcap_sedol_ebitdap,Trailing 12-month EBITDA divided by the month-end trading price,MATRIX,81%,6,7
mdl230_allcap_sedol_ed,Debt to equity ratio,MATRIX,69%,6,8
mdl230_allcap_sedol_epschgetr,Trailing 12-month pre-tax income per share multiplied by the change in effective tax rate from four quarters ago to the most recent trailing 12 months; effective tax rate = total tax expense divided by pre-tax income,MATRIX,56%,9,20
mdl230_allcap_sedol_equityto,Trailing 12-month sales divided by the average of trailing 12-month reported book equity,MATRIX,79%,4,5
mdl230_allcap_sedol_fc_curindfwdep_,It is defined as a stock's next 4-quarter's analysts consensus earnings estimates-to-price ratio (FwdEP) less the average of the FwdEPs of all stocks in the same industry deflated by the standard deviation of these FwdEPs,MATRIX,81%,11,17
mdl230_allcap_sedol_fc_dypeg,Reciprocal of a stock's forward 12-month P E ratio divided by the total growth rate; the total growth rate is the sum of the I B E S forecasted long-term growth rate and the indicated dividend yield,MATRIX,56%,7,8
mdl230_allcap_sedol_fc_ebop,It is defined as a stock's valuation based on Edwards-Bell-Ohlson (EBO) model deflated by its month-end trading price. EBO is a modified dividend discount model that measures a firm's intrinsic value by comparing generated earnings to the cost of capital,MATRIX,72%,3,3
mdl230_allcap_sedol_fc_estep,Most recent First Call next four quarters median earnings estimate divided by month-end trading price,MATRIX,81%,6,9
mdl230_allcap_sedol_fc_fcfroey1p,It is defined as the trailing 12-month free cash flow per share for a stock times its First Call consensus next 4-quarter earnings forecasts divided by the most recently reported book value per share scaled by its month-end trading price,MATRIX,76%,7,8
mdl230_allcap_sedol_fc_fqsurstd,Most recent quarterly earnings surprise (actual EPS minus First Call consensus) standardized by the SD of analysts’ individual forecasts,MATRIX,66%,5,13
mdl230_allcap_sedol_fc_fwdroe,Analysts’ EPS estimate for the next four quarters divided by the most recent common equity per share (forward ROE),MATRIX,76%,11,15
mdl230_allcap_sedol_fc_numest,Number of First Call analysts’ earnings estimates for fiscal year 1 for the stock,MATRIX,81%,8,9
mdl230_allcap_sedol_fc_numrevy1,Number of analyst estimate revisions for forecasted year 1,MATRIX,76%,8,12
mdl230_allcap_sedol_fc_rel5yfwdep,"Z-score of forward earnings-to-price ratio over 5 years defined as current next 4 quarters consensus EPS to price minus the 60-month average, scaled by the 60-month standard deviation",MATRIX,80%,2,2
mdl230_allcap_sedol_fc_rev3y1,"Change in the current analysts mean earnings estimate for fiscal year 1 versus three months ago, scaled by the month-end trading price",MATRIX,79%,5,5
mdl230_allcap_sedol_fc_rev3y2,It is defined as the change in a stock's current First Call analysts mean earnings estimate for fiscal year 2 less that of three months ago deflated by its month-end trading price,MATRIX,78%,4,4
mdl230_allcap_sedol_fc_rev6,"Average of the prior six months’ monthly changes in FY1 consensus earnings forecasts from First Call, scaled by previous month-end price",MATRIX,76%,10,13
mdl230_allcap_sedol_fc_stdevfy1epsp,Standard deviation of analysts' FY1 EPS forecasts scaled by month-end closing price,MATRIX,80%,3,3
mdl230_allcap_sedol_fc_stdevfy2epsp,"Standard deviation of First Call analysts' individual forecasts for fiscal year 2 earnings, scaled by the month-end closing price",MATRIX,80%,2,3
mdl230_allcap_sedol_fc_y2repsg,"FY2 consensus EPS forecast minus the most recent reported fiscal-year actual EPS, divided by the stock’s month-end price",MATRIX,79%,13,18
mdl230_allcap_sedol_fcfequity,Trailing 12-month free cash flow divided by the average book equity value over the same period,MATRIX,79%,6,6
mdl230_allcap_sedol_fcfghc,"TTM free cash flow minus TTM free cash flow from 4 quarters ago, divided by average total assets",MATRIX,82%,4,4
mdl230_allcap_sedol_fcfroi,Trailing 12-month free cash flow divided by the average invested capital over the same period; invested capital equals common equity plus long-term debt plus minority interest plus preferred stock,MATRIX,81%,4,4
mdl230_allcap_sedol_fcfsale,TTM free cash flow divided by TTM sales (free cash flow margin),MATRIX,79%,4,8
mdl230_allcap_sedol_fcfy3gc,3-year geometric growth rate of free cash flow,MATRIX,78%,5,7
mdl230_allcap_sedol_fcghc,"TTM cash flow minus comparable TTM cash flow from 4 quarters ago, scaled by average total assets",MATRIX,81%,5,6
mdl230_allcap_sedol_fcoghc,"Most recent TTM operating cash flow minus TTM OCF from four quarters ago, divided by average total assets",MATRIX,82%,5,5
mdl230_allcap_sedol_fixastto,Trailing 12-month sales divided by the average total fixed assets over the same period,MATRIX,78%,10,12
mdl230_allcap_sedol_flowratio,"(Current assets − cash and equivalents) divided by (current liabilities − short-term debt), most recent quarter",MATRIX,69%,14,30
mdl230_allcap_sedol_fqsurstd60dlag,"Most recent actual fiscal quarter EPS minus the consensus EPS estimate from 60 days ago, standardized by the standard deviation of analyst forecasts 60 days ago",MATRIX,69%,6,6
mdl230_allcap_sedol_fwdebitdaev,FY1 EBITDA estimate divided by enterprise value (forward EBITDA/EV),MATRIX,73%,6,6
mdl230_allcap_sedol_gear,It is defined as the long-term debt divided by the difference between total assets and current liability,MATRIX,69%,7,8
mdl230_allcap_sedol_grahamnum,"Graham Number, a valuation metric representing the fair value per share per Benjamin Graham’s formula (sqrt of 22.5 × EPS × book value per share)",MATRIX,50%,3,3
mdl230_allcap_sedol_gspea2y_cf,It is defined as a stock's most recent First Call consensus analysts earnings forecast for fiscal year 2 minus the consensus forecast for year 1 and then divided by its month-end trading price,MATRIX,81%,6,14
mdl230_allcap_sedol_gtl,"I/B/E/S mean long-term growth forecast, representing expected annual increase in operating earnings over the company’s next full business cycle",MATRIX,67%,2,3
mdl230_allcap_sedol_gtlm6ghc,Percent change in the mean long-term growth forecast (I/B/E/S) versus 6 months earlier,MATRIX,33%,4,5
mdl230_allcap_sedol_high52w,It is defined as the month-end price divided by the highest monthly closing price in the past 12-month.,MATRIX,83%,20,23
mdl230_allcap_sedol_ica,Change in the most recent TTM capital investment intensity relative to the average of the prior three years,MATRIX,73%,6,7
mdl230_allcap_sedol_idb,Baltic Dry Index,MATRIX,73%,4,4
mdl230_allcap_sedol_indrelcroe_,"A stock’s lagged quarterly ROE minus the industry average ROE, scaled by the cross-sectional standard deviation of ROEs within the industry (industry-relative standardized ROE)",MATRIX,78%,9,10
mdl230_allcap_sedol_indrelrecd_,"Industry-relative standardized doubtful receivables (asset-adjusted): own value minus industry average, divided by industry standard deviation",MATRIX,49%,4,4
mdl230_allcap_sedol_indrelrtn4w_,Industry-relative standardized 4-week return: (stock’s 4-week return − industry average) divided by the industry standard deviation,MATRIX,82%,6,7
mdl230_allcap_sedol_indrelrtn5d_,"Industry-relative z‑score of 5‑day return: stock’s 5‑day return minus industry average, divided by the standard deviation of industry returns",MATRIX,82%,1,1
mdl230_allcap_sedol_inflation,"Beta coefficient to changes in Inflation, estimated via a 60‑month multi-factor regression of stock returns on macro factors",MATRIX,78%,3,3
mdl230_allcap_sedol_invast,Current inventory divided by total assets from the most recent quarter,MATRIX,47%,5,8
mdl230_allcap_sedol_iqa,Year-over-year change in [1 − (current assets + PP&E) / total assets],MATRIX,68%,0,0
mdl230_allcap_sedol_irttmsalesev,"Industry-relative z-score of TTM Sales/Enterprise Value: own TTM Sales/EV minus industry average, divided by the industry standard deviation within the universe",MATRIX,82%,9,15
mdl230_allcap_sedol_lagegp,"TTM EPS before extraordinary items times the change in yearly TTM sales per share growth rate, divided by month-end price",MATRIX,79%,4,4
mdl230_allcap_sedol_lfd,Sum of the trailing 12-month pretax income and trailing 12-month interest expense divided by the trailing 12-month pretax income,MATRIX,81%,11,14
mdl230_allcap_sedol_liqcoeff,Slope from a regression of monthly turnover ratio on contemporaneous monthly returns liquidity sensitivity,MATRIX,78%,4,4
mdl230_allcap_sedol_lumqca,Most recent quarterly invested capital divided by trailing 12-month EBITDA,MATRIX,57%,6,6
mdl230_allcap_sedol_m42rav,Variance (statistical measure of variability) of returns or prices over the previous 24 months,MATRIX,75%,0,0
mdl230_allcap_sedol_m6dn2ntr,Price return from month t-12 to month t-7,MATRIX,78%,0,0
mdl230_allcap_sedol_md,"Financial distress score per the Campbell, Hilscher and Szilagyi model as used by Campbell et al. 2008 and Chen and Zhang 2009",MATRIX,67%,4,5
mdl230_allcap_sedol_milliq,Monthly average of the ratio of daily absolute return to daily dollar trading volume (a liquidity/price impact proxy),MATRIX,83%,1,1
mdl230_allcap_sedol_mktcappera,Current month-end market capitalization divided by the number of analysts providing FY1 earnings estimates to I B E S,MATRIX,81%,7,8
mdl230_allcap_sedol_mktlev,Market leverage ratio defined as month-end market value plus most recent book debt divided by market value,MATRIX,82%,1,1
mdl230_allcap_sedol_mpg,"Trailing twelve-month gross profit margin, calculated as (Sales − COGS) / Sales",MATRIX,72%,9,13
mdl230_allcap_sedol_mpgghcy3_,Most recent quarterly gross profit margin minus the margin of the same quarter three years ago gross margin defined as TTM Sales minus COGS over Sales,MATRIX,64%,8,8
mdl230_allcap_sedol_mpgy3gc,Three-year geometric growth rate of gross margins,MATRIX,64%,1,1
mdl230_allcap_sedol_mpn,Most recently reported quarterly net income after tax divided by the corresponding quarterly sales (net profit margin),MATRIX,79%,6,6
mdl230_allcap_sedol_mpnghc,Most recent quarterly net profit margin minus the NPM 4 quarters ago (NPM = net income divided by total sales),MATRIX,78%,5,5
mdl230_allcap_sedol_mpoghc,Most recent quarterly operating profit margin minus that from four quarters ago; operating profit margin = income from operations divided by total sales,MATRIX,77%,6,6
mdl230_allcap_sedol_mpoy3gc,"3-year geometric growth rate of operating profit margin, where margin = most recent quarterly operating income divided by quarterly sales",MATRIX,74%,18,249
mdl230_allcap_sedol_mrspe_cf,"3-month change in First Call median FY1 earnings forecast, scaled by the current mean estimate",MATRIX,59%,10,19
mdl230_allcap_sedol_nasales,Annual aggregate sales for North America as reported by the company divided by total annual sales,MATRIX,71%,10,12
mdl230_allcap_sedol_netcashp,Quarterly cash and equivalents minus long-term and current debt divided by month-end market value,MATRIX,76%,4,5
mdl230_allcap_sedol_netdebt,"Net debt share of total capitalization, defined as net debt divided by net debt plus preferred stock plus common stock, using most recent quarter",MATRIX,82%,4,6
mdl230_allcap_sedol_netdebtebitda,"Net debt divided by EBITDA, where net debt = long-term debt + short-term debt - cash and equivalents",MATRIX,66%,2,2
mdl230_allcap_sedol_nfaldebt,Most recent quarterly net fixed assets divided by total long-term debt,MATRIX,68%,5,6
mdl230_allcap_sedol_niper,Income after taxes for the trailing 12 months divided by the number of employees at the end of the last reported fiscal year,MATRIX,81%,11,48
mdl230_allcap_sedol_nlassets,Natural logarithm of the most recent quarterly total assets,MATRIX,82%,3,5
mdl230_allcap_sedol_nlassetsusd,It is defined as the natural logarithm of the most recent quarterly reported total assets in USD.,MATRIX,82%,6,8
mdl230_allcap_sedol_nlmktcap,It is defined as the natural logarithm of the cube of a stock's total market value.,MATRIX,83%,4,6
mdl230_allcap_sedol_nlmktcapusd,It is defined as the natural logarithm of the cubic of a stock's total market value in USD.,MATRIX,83%,11,41
mdl230_allcap_sedol_nlprice,Natural logarithm of the cubic of the stock’s month-end unadjusted closing price,MATRIX,83%,9,10
mdl230_allcap_sedol_nlprice_usd,It is defined as the natural logarithm of the cubic of a stock's unadjusted closing price in USD,MATRIX,83%,3,3
mdl230_allcap_sedol_nlsales,"Natural logarithm of the cube of the company’s trailing 12-month sales (i.e., ln(sales^3))",MATRIX,79%,8,8
mdl230_allcap_sedol_nlsales_usd,It is defined as the natural logarithm of the cubic of a company's trailing 12-month sales in USD,MATRIX,79%,7,10
mdl230_allcap_sedol_nlvolcap,Natural log of (12-month average monthly trading volume divided by 12-month average monthly market capitalization),MATRIX,81%,5,5
mdl230_allcap_sedol_nnastp,Net current assets per share (current assets per share minus total liabilities per share) divided by month-end price,MATRIX,69%,3,5
mdl230_allcap_sedol_noato,"Trailing 12-month sales divided by the last 4-quarters average net operating assets, where net operating assets equal short-term debt plus long-term debt plus preferred equity plus common equity minus cash",MATRIX,79%,7,8
mdl230_allcap_sedol_nopatmargin,TTM (Net income + Interest expense × (1 − effective tax rate)) divided by net sales; effective tax rate = TTM income taxes / TTM income before taxes,MATRIX,75%,6,6
mdl230_allcap_sedol_ntrm01ff,Percent change in a stock’s price from 12 months ago to 2 months ago,MATRIX,78%,1,1
mdl230_allcap_sedol_numrevy2,"Weighted average within a month of the number of FY2 analyst earnings forecasts raised minus the number lowered, divided by the total number of analyst forecasts",MATRIX,74%,4,4
mdl230_allcap_sedol_ocfast,Trailing 12-month net cash flow from operations divided by average total assets,MATRIX,82%,5,6
mdl230_allcap_sedol_ocfmargin,TTM cash flow from operations divided by TTM sales (operating cash flow margin),MATRIX,79%,6,6
mdl230_allcap_sedol_ocfratio,Most recent quarterly cash flow from operations divided by current liabilities,MATRIX,69%,6,6
mdl230_allcap_sedol_ocfroi,TTM operating cash flow divided by average invested capital over the same period; invested capital = common equity + long-term debt + minority interest + preferred stock,MATRIX,81%,4,4
mdl230_allcap_sedol_ohlsonscore,"Ohlson model score assessing a company's probability of bankruptcy based on size, capital structure, financial performance, and liquidity",MATRIX,69%,5,6
mdl230_allcap_sedol_oilprice,"Beta coefficient to change in oil prices, estimated by a 60-month multiple regression of returns on several macroeconomic factors",MATRIX,78%,5,8
mdl230_allcap_sedol_ollev,1 minus [(short‑term debt + long‑term debt + common equity + preferred equity − cash) ÷ (total assets − cash)] in the current quarter,MATRIX,82%,5,8
mdl230_allcap_sedol_opincltd,It is defined as the difference between the yearly percent change in operating income and the yearly percent change in long-term debt,MATRIX,58%,0,0
mdl230_allcap_sedol_oplev,Percent change in TTM operating income from the prior quarter divided by the percent change in TTM sales from the prior quarter (operating leverage),MATRIX,64%,3,4
