Field,Description,Type,Coverage,Users,Alphas
anl44_2_sales_lastactccy,Currency code for the last known prior estimate for sales,VECTOR,93%,1,1
anl44_2_sales_lastactvalue,The most recent prior sales estimate value (before the current event),VECTOR,92%,1,3
anl44_2_sales_prevalue,Previous value of the sales estimate prior to this event (enables tracking of revisions),VECTOR,95%,3,4
anl44_2_sales_value,Current value of the analyst sales estimate,VECTOR,96%,1,1
anl44_2_tbvps_coveredby,tbvps coveredby,VECTOR,39%,4,4
anl44_2_tbvps_lastactccy,Currency code (ISO 4217) of the last TBVPS estimate prior to the current event,VECTOR,38%,1,1
anl44_2_tbvps_lastactvalue,Value of the last TBVPS estimate prior to the current event,VECTOR,31%,5,5
anl44_2_tbvps_prevalue,Previous TBVPS estimate value before this event (shows revision amount),VECTOR,37%,3,6
anl44_2_tbvps_value,Current TBVPS estimate value submitted in this event,VECTOR,39%,1,1
anl44_analyst,analyst,VECTOR,93%,11,32
anl44_best_bps,best bps,VECTOR,80%,10,11
anl44_best_bps_4wk_chg,best bps 4wk chg,VECTOR,74%,9,10
anl44_best_bps_4wk_dn,best bps 4wk dn,VECTOR,69%,1,1
anl44_best_bps_4wk_up,best bps 4wk up,VECTOR,68%,4,9
anl44_best_bps_chg_pct,best bps chg pct,VECTOR,71%,3,6
anl44_best_bps_hi,best bps hi,VECTOR,80%,4,4
anl44_best_bps_lo,best bps lo,VECTOR,80%,4,6
anl44_best_bps_median,best bps median,VECTOR,80%,2,2
anl44_best_bps_numest,best bps numest,VECTOR,80%,8,11
anl44_best_bps_stddev,best bps stddev,VECTOR,67%,4,4
anl44_best_cps,BEst consensus Cash Flow Per Share estimate for the period,VECTOR,63%,1,2
anl44_best_cps_4wk_chg,Change in Cash Per Share (CPS) estimate over the last 4 weeks (not a percent change),VECTOR,62%,5,5
anl44_best_cps_4wk_dn,Number of analysts who decreased their Cash Per Share (CPS) estimate in the last 4 weeks,VECTOR,71%,3,3
anl44_best_cps_4wk_up,Number of analysts who increased their Cash Per Share (CPS) estimate in the last 4 weeks,VECTOR,63%,9,10
anl44_best_cps_chg_pct,Percentage change in the specified period Cash Per Share (CPS) estimate versus the prior CPS estimate,VECTOR,63%,2,2
anl44_best_cps_hi,Highest analyst estimate for Cash Per Share (CPS) for the period,VECTOR,71%,1,1
anl44_best_cps_lo,Lowest analyst estimate for Cash Per Share (CPS) for the period,VECTOR,71%,2,2
anl44_best_cps_median,Median estimated Cash Per Share (CPS) for the specified period from consensus estimates,VECTOR,71%,3,3
anl44_best_cps_numest,Number of analyst Cash Per Share (CPS) estimates contributing to the consensus,VECTOR,71%,4,10
anl44_best_cps_stddev,"Standard deviation of contributed Cash Per Share (CPS) estimates for the specified period, measuring consensus dispersion",VECTOR,54%,3,3
anl44_best_cur_ev_to_ebitda,best cur ev to ebitda,VECTOR,83%,13,23
anl44_best_dps,Bloomberg BEst consensus Dividend Per Share estimate on an annualized basis (net or gross per country convention),VECTOR,74%,4,4
anl44_best_dps_4wk_chg,Change in the consensus Dividend Per Share estimate over the last 4 weeks for the specified period (not a percent),VECTOR,83%,6,6
anl44_best_dps_4wk_dn,Number of analysts who decreased their Dividend Per Share estimates over the last 4 weeks for the specified period,VECTOR,84%,2,2
anl44_best_dps_4wk_up,Number of analysts who increased their Dividend Per Share estimates over the last 4 weeks for the specified period,VECTOR,84%,2,2
anl44_best_dps_chg_pct,The percent change in the consensus Dividend Per Share estimate for the specified fiscal period over the last four weeks,VECTOR,74%,0,0
anl44_best_dps_hi,The highest analyst estimate for Dividend Per Share (DPS) for the specified period,VECTOR,74%,2,2
anl44_best_dps_lo,The lowest analyst estimate for Dividend Per Share (DPS) for the specified period,VECTOR,74%,2,2
anl44_best_dps_median,"The median estimated Dividend Per Share (DPS) for the specified estimate period, representing the middle value among all analyst estimates",VECTOR,74%,0,0
anl44_best_dps_numest,Number of analyst Dividend Per Share estimates contributing to the consensus for the specified period,VECTOR,74%,0,0
anl44_best_dps_stddev,"Standard deviation of analyst Dividend Per Share (DPS) estimates, measuring the dispersion or consensus among estimates",VECTOR,71%,1,1
anl44_best_ebit,best ebit,VECTOR,88%,5,7
anl44_best_ebit_4wk_chg,best ebit 4wk chg,VECTOR,86%,10,10
anl44_best_ebit_4wk_dn,best ebit 4wk dn,VECTOR,85%,8,12
anl44_best_ebit_4wk_up,best ebit 4wk up,VECTOR,84%,4,5
anl44_best_ebit_chg_pct,best ebit chg pct,VECTOR,83%,7,7
anl44_best_ebit_hi,best ebit hi,VECTOR,88%,7,13
anl44_best_ebit_lo,best ebit lo,VECTOR,88%,8,9
anl44_best_ebit_median,best ebit median,VECTOR,88%,3,3
anl44_best_ebit_numest,best ebit numest,VECTOR,88%,12,16
anl44_best_ebit_stddev,best ebit stddev,VECTOR,84%,8,14
anl44_best_ebit_to_sales,best ebit to sales,VECTOR,88%,17,53
anl44_best_ebitda,best ebitda,VECTOR,83%,8,12
anl44_best_ebitda_4wk_chg,best ebitda 4wk chg,VECTOR,80%,8,11
anl44_best_ebitda_4wk_dn,best ebitda 4wk dn,VECTOR,80%,7,8
anl44_best_ebitda_4wk_up,best ebitda 4wk up,VECTOR,79%,9,12
anl44_best_ebitda_chg_pct,best ebitda chg pct,VECTOR,78%,6,9
anl44_best_ebitda_hi,best ebitda hi,VECTOR,83%,6,8
anl44_best_ebitda_lo,best ebitda lo,VECTOR,83%,6,9
anl44_best_ebitda_median,best ebitda median,VECTOR,83%,3,10
anl44_best_ebitda_numest,best ebitda numest,VECTOR,83%,5,6
anl44_best_ebitda_stddev,best ebitda stddev,VECTOR,76%,5,6
anl44_best_eps,BEst EPS consensus estimate for the specified period (defaults to adjusted EPS definition),VECTOR,88%,25,35
anl44_best_eps_4wk_chg,Absolute change in the specified period Bloomberg consensus EPS estimate over the last four weeks (not a percent change),VECTOR,87%,9,12
anl44_best_eps_4wk_dn,Number of analysts who lowered their EPS estimates in the last 4 weeks for the specified period,VECTOR,88%,8,18
anl44_best_eps_4wk_up,Number of analysts who have increased their EPS estimates over the last 4 weeks (consensus-based),VECTOR,88%,16,20
anl44_best_eps_chg_pct,Percent change in the specified-period EPS estimate versus the prior estimate,VECTOR,88%,2,3
anl44_best_eps_gaap_chg_pct,best eps gaap chg pct,VECTOR,87%,4,10
anl44_best_eps_hi,Highest analyst EPS estimate for the specified period within the consensus,VECTOR,88%,9,15
anl44_best_eps_lo,Lowest analyst EPS estimate for the specified period within the consensus,VECTOR,88%,22,49
anl44_best_eps_median,Median EPS estimate for the specified period across contributing analysts,VECTOR,88%,6,16
anl44_best_eps_numest,Number of contributing analyst EPS estimates in the consensus for the specified period,VECTOR,99%,7,18
anl44_best_eps_stddev,"Standard deviation of contributed EPS estimates, measuring dispersion of the consensus for the specified period",VECTOR,86%,20,33
anl44_best_ev_to_best_ebit,best ev to best ebit,VECTOR,86%,10,18
anl44_best_nav,best nav,VECTOR,74%,6,7
anl44_best_nav_4wk_chg,best nav 4wk chg,VECTOR,69%,2,2
anl44_best_nav_4wk_dn,best nav 4wk dn,VECTOR,64%,7,11
anl44_best_nav_4wk_up,best nav 4wk up,VECTOR,63%,7,8
anl44_best_nav_chg_pct,best nav chg pct,VECTOR,65%,0,0
anl44_best_nav_hi,best nav hi,VECTOR,74%,8,12
anl44_best_nav_lo,best nav lo,VECTOR,74%,5,7
anl44_best_nav_median,best nav median,VECTOR,74%,3,4
anl44_best_nav_numest,best nav numest,VECTOR,74%,12,16
anl44_best_nav_stddev,best nav stddev,VECTOR,60%,7,9
anl44_best_ndebt,best ndebt,VECTOR,67%,3,6
anl44_best_ndebt_4wk_chg,best ndebt 4wk chg,VECTOR,62%,5,5
anl44_best_ndebt_4wk_dn,best ndebt 4wk dn,VECTOR,58%,6,11
anl44_best_ndebt_4wk_up,best ndebt 4wk up,VECTOR,59%,4,10
anl44_best_ndebt_chg_pct,best ndebt chg pct,VECTOR,60%,3,6
anl44_best_ndebt_hi,best ndebt hi,VECTOR,67%,4,7
anl44_best_ndebt_lo,best ndebt lo,VECTOR,67%,5,7
anl44_best_ndebt_median,best ndebt median,VECTOR,67%,6,15
anl44_best_ndebt_numest,best ndebt numest,VECTOR,67%,2,2
anl44_best_ndebt_stddev,best ndebt stddev,VECTOR,55%,3,4
anl44_best_net,best net,VECTOR,92%,2,4
anl44_best_net_4wk_chg,best net 4wk chg,VECTOR,91%,4,4
anl44_best_net_4wk_dn,best net 4wk dn,VECTOR,91%,6,9
anl44_best_net_4wk_up,best net 4wk up,VECTOR,90%,5,6
anl44_best_net_chg_pct,best net chg pct,VECTOR,88%,3,7
anl44_best_net_gaap_chg_pct,best net gaap chg pct,VECTOR,85%,7,7
anl44_best_net_hi,best net hi,VECTOR,92%,8,9
anl44_best_net_lo,best net lo,VECTOR,92%,6,6
anl44_best_net_median,best net median,VECTOR,92%,6,11
anl44_best_net_numest,best net numest,VECTOR,92%,7,8
anl44_best_net_stddev,best net stddev,VECTOR,90%,4,4
anl44_best_ni_adj_to_sales,best ni adj to sales,VECTOR,92%,10,15
anl44_best_opp,best opp,VECTOR,61%,4,4
anl44_best_opp_4wk_chg,best opp 4wk chg,VECTOR,51%,4,4
anl44_best_opp_4wk_dn,best opp 4wk dn,VECTOR,48%,0,0
anl44_best_opp_4wk_up,best opp 4wk up,VECTOR,46%,2,2
anl44_best_opp_chg_pct,best opp chg pct,VECTOR,46%,0,0
anl44_best_opp_hi,best opp hi,VECTOR,61%,3,6
anl44_best_opp_lo,best opp lo,VECTOR,61%,2,3
anl44_best_opp_median,best opp median,VECTOR,61%,2,2
anl44_best_opp_numest,best opp numest,VECTOR,61%,2,2
anl44_best_opp_stddev,best opp stddev,VECTOR,40%,0,0
anl44_best_opp_to_sales,best opp to sales,VECTOR,61%,2,6
anl44_best_pe_ratio,best pe ratio,VECTOR,93%,129,378
anl44_best_ptp,best ptp,VECTOR,91%,6,8
anl44_best_ptp_4wk_chg,best ptp 4wk chg,VECTOR,89%,6,16
anl44_best_ptp_4wk_dn,best ptp 4wk dn,VECTOR,89%,12,17
anl44_best_ptp_4wk_up,best ptp 4wk up,VECTOR,88%,10,19
anl44_best_ptp_chg_pct,best ptp chg pct,VECTOR,86%,9,9
anl44_best_ptp_hi,best ptp hi,VECTOR,91%,5,5
anl44_best_ptp_lo,best ptp lo,VECTOR,91%,7,8
anl44_best_ptp_median,best ptp median,VECTOR,91%,4,4
anl44_best_ptp_numest,best ptp numest,VECTOR,91%,5,17
anl44_best_ptp_stddev,best ptp stddev,VECTOR,87%,5,6
anl44_best_ptp_to_sales,best ptp to sales,VECTOR,91%,14,31
anl44_best_px_bps_ratio,best px bps ratio,VECTOR,86%,30,67
anl44_best_px_cps_ratio,best px cps ratio,VECTOR,75%,34,57
anl44_best_roa,best roa,VECTOR,66%,7,8
anl44_best_roa_4wk_chg,best roa 4wk chg,VECTOR,60%,5,6
anl44_best_roa_4wk_dn,best roa 4wk dn,VECTOR,58%,3,4
anl44_best_roa_4wk_up,best roa 4wk up,VECTOR,56%,2,2
anl44_best_roa_chg_pct,best roa chg pct,VECTOR,57%,3,4
anl44_best_roa_hi,best roa hi,VECTOR,66%,3,3
anl44_best_roa_lo,best roa lo,VECTOR,66%,6,10
anl44_best_roa_median,best roa median,VECTOR,66%,6,6
anl44_best_roa_numest,best roa numest,VECTOR,66%,2,2
anl44_best_roa_stddev,best roa stddev,VECTOR,45%,2,2
anl44_best_roe,best roe,VECTOR,79%,11,41
anl44_best_roe_4wk_chg,best roe 4wk chg,VECTOR,73%,7,10
anl44_best_roe_4wk_dn,best roe 4wk dn,VECTOR,71%,14,22
anl44_best_roe_4wk_up,best roe 4wk up,VECTOR,70%,15,18
anl44_best_roe_chg_pct,best roe chg pct,VECTOR,70%,6,10
anl44_best_roe_hi,best roe hi,VECTOR,79%,9,21
anl44_best_roe_lo,best roe lo,VECTOR,79%,9,13
anl44_best_roe_median,best roe median,VECTOR,79%,13,18
anl44_best_roe_numest,best roe numest,VECTOR,79%,8,12
anl44_best_roe_stddev,best roe stddev,VECTOR,64%,1,1
anl44_best_sales,best sales,VECTOR,93%,7,10
anl44_best_sales_4wk_chg,best sales 4wk chg,VECTOR,91%,4,6
anl44_best_sales_4wk_dn,best sales 4wk dn,VECTOR,90%,16,32
anl44_best_sales_4wk_up,best sales 4wk up,VECTOR,90%,38,70
anl44_best_sales_chg_pct,best sales chg pct,VECTOR,88%,3,3
anl44_best_sales_hi,best sales hi,VECTOR,93%,7,9
anl44_best_sales_lo,best sales lo,VECTOR,92%,6,17
anl44_best_sales_median,best sales median,VECTOR,93%,3,9
anl44_best_sales_numest,best sales numest,VECTOR,93%,6,8
anl44_best_sales_stddev,best sales stddev,VECTOR,90%,5,7
anl44_bps_best_crncy_iso,bps best crncy iso,MATRIX,100%,27,202
anl44_bps_best_cur_fiscal_qtr_period,bps best cur fiscal qtr period,MATRIX,99%,13,14
anl44_bps_best_cur_fiscal_semi_year_period,bps best cur fiscal semi year period,MATRIX,99%,20,72
anl44_bps_best_cur_fiscal_year_period,bps best cur fiscal year period,MATRIX,99%,19,39
anl44_bps_best_eeps_cur_yr,bps best eeps cur yr,MATRIX,93%,24,347
anl44_bps_best_eeps_nxt_yr,bps best eeps nxt yr,MATRIX,93%,23,56
anl44_bps_best_fiscal_period_dt,bps best fiscal period dt,VECTOR,80%,11,22
anl44_bps_best_fperiod_override,bps best fperiod override,VECTOR,80%,5,9
anl44_bps_coveredby,BPS D0 coveredby,VECTOR,79%,3,3
anl44_bps_latest_ann_dt_qtrly,bps latest ann dt qtrly,VECTOR,52%,3,6
anl44_bps_most_recent_period_end_dt,bps most recent period end dt,VECTOR,56%,2,2
anl44_bps_prevalue,Bps D0 prevalue,VECTOR,75%,3,3
anl44_bps_value,BPS D0 value,VECTOR,79%,2,2
anl44_capex_coveredby,Capex D0 coveredby,VECTOR,73%,4,7
anl44_capex_prevalue,Capex D0 prevalue,VECTOR,69%,2,2
anl44_capex_value,Capex d0 value,VECTOR,73%,3,3
anl44_cfps_best_crncy_iso,Currency code (ISO standard) in which the BEst CPS estimate is reported,MATRIX,95%,14,22
anl44_cfps_best_cur_fiscal_qtr_period,Current fiscal quarter end date for which Bloomberg Estimates content is provided,MATRIX,91%,17,43
anl44_cfps_best_cur_fiscal_semi_year_period,Current fiscal semi-annual period end date for which Bloomberg Estimate content is provided,MATRIX,95%,16,19
anl44_cfps_best_cur_fiscal_year_period,Current fiscal year end date for which Bloomberg Estimates content is provided,MATRIX,100%,16,36
anl44_cfps_best_eeps_cur_yr,BEst earnings per share estimate for the current fiscal year,MATRIX,87%,15,30
anl44_cfps_best_eeps_nxt_yr,BEst earnings per share estimate for the next fiscal year,MATRIX,87%,17,62
anl44_cfps_best_fiscal_period_dt,Fiscal period date (year and month) for which Bloomberg Estimate data is reported,VECTOR,63%,5,5
anl44_cfps_best_fperiod_override,"BEst Fiscal Period Override code specifying which estimate period to retrieve (e.g., 1FY, 2FQ, -1FS)",VECTOR,70%,1,1
anl44_cfps_coveredby,CFPS D0 covered by,VECTOR,63%,7,8
anl44_cfps_latest_ann_dt_qtrly,Date of the latest quarterly earnings or sales announcement,VECTOR,52%,4,4
anl44_cfps_most_recent_period_end_dt,"End date of the most recently available financial period (annual, quarterly, or semi-annual)",VECTOR,55%,2,3
anl44_cfps_prevalue,CFPS D0 prevalue,VECTOR,60%,3,3
anl44_cfps_value,CFPS d0 value,VECTOR,63%,1,1
anl44_dps_best_crncy_iso,"ISO currency code in which the DPS consensus value is calculated (e.g., USD, JPY)",MATRIX,95%,15,21
anl44_dps_best_cur_fiscal_qtr_period,Current fiscal quarter end date for which Bloomberg Earnings Estimates content is provided,MATRIX,91%,16,36
anl44_dps_best_cur_fiscal_semi_year_period,The end date of the current fiscal semi-annual period for which Bloomberg Earnings Estimates are provided (for semi-annual reporters),MATRIX,100%,15,38
anl44_dps_best_cur_fiscal_year_period,Current fiscal year end date for which Bloomberg Estimates content is provided,MATRIX,100%,9,20
anl44_dps_best_eeps_cur_yr,Estimated Earnings Per Share (EPS) for the current fiscal year as provided by Bloomberg estimates,MATRIX,87%,15,24
anl44_dps_best_eeps_nxt_yr,Estimated Earnings Per Share (EPS) for the next fiscal year as provided by Bloomberg estimates,MATRIX,98%,21,293
anl44_dps_best_fiscal_period_dt,Date corresponding to the fiscal period for which the Bloomberg estimate data applies (year and month of period end),VECTOR,74%,4,4
anl44_dps_best_fperiod_override,User or system-specified fiscal period override indicating which fiscal period BEst should reference,VECTOR,73%,4,4
anl44_dps_coveredby,Dps d0 coveredby,VECTOR,72%,2,2
anl44_dps_latest_ann_dt_qtrly,The most recent date on which quarterly earnings or sales results were announced,VECTOR,47%,0,0
anl44_dps_most_recent_period_end_dt,"The end date for the most recently completed fiscal period (annual, quarterly, or semi-annual)",VECTOR,51%,3,3
anl44_dps_prevalue,DPS D0 prevalue,VECTOR,46%,0,0
anl44_dps_value,Dps d0 value,VECTOR,49%,1,1
anl44_ebit_best_crncy_iso,ebit best crncy iso,MATRIX,100%,12,15
anl44_ebit_best_cur_fiscal_qtr_period,ebit best cur fiscal qtr period,MATRIX,99%,11,26
anl44_ebit_best_cur_fiscal_semi_year_period,ebit best cur fiscal semi year period,MATRIX,99%,12,34
anl44_ebit_best_cur_fiscal_year_period,ebit best cur fiscal year period,MATRIX,99%,19,49
anl44_ebit_best_eeps_cur_yr,ebit best eeps cur yr,MATRIX,93%,18,47
anl44_ebit_best_eeps_nxt_yr,ebit best eeps nxt yr,MATRIX,93%,12,25
anl44_ebit_best_fiscal_period_dt,ebit best fiscal period dt,VECTOR,88%,9,13
anl44_ebit_best_fperiod_override,ebit best fperiod override,VECTOR,88%,7,10
