Field,Description,Type,Coverage,Users,Alphas
oth553_q_numericcnt,Count of numerical values in financial text.,MATRIX,80%,4,4
oth553_q_passiveratio,Ratio of passive voice in financial text.,MATRIX,80%,5,6
oth553_q_polycnt,Count of polysyllabic words in financial text.,MATRIX,81%,3,3
oth553_q_poscnt,Count of positive terms in financial text.,MATRIX,81%,20,24
oth553_q_wordcnt,Total word count in financial text.,MATRIX,81%,2,2
oth553_rec_analyst,Number of analysts providing recommendation estimates.,VECTOR,68%,1,1
oth553_rec_answer_ratio,Ratio of answers in earnings call transcripts related to recommendations.,VECTOR,34%,2,2
oth553_rec_isprevspeak,Indicator if there was previous speech related to recommendations.,VECTOR,34%,1,1
oth553_rec_poscnt,Positive sentiment count related to recommendations.,VECTOR,30%,2,2
oth553_rec_question_ratio,Ratio of questions in earnings call transcripts related to recommendations.,VECTOR,34%,1,1
oth553_rec_tncgen,Negative sentiment count related to recommendations.,VECTOR,34%,1,1
oth553_rec_wordcnt,Word count in earnings call transcripts related to recommendations.,VECTOR,34%,3,3
oth553_rec_yearspeakcnt,Count of speeches related to recommendations within the year.,VECTOR,44%,0,0
oth553_recvalue,Value of the current recommendation.,VECTOR,69%,5,5
oth553_sal_analyst,Number of analysts providing sales estimates.,VECTOR,93%,4,4
oth553_sal_answer_ratio,Ratio of answers in earnings call transcripts related to sales.,VECTOR,74%,2,2
oth553_sal_estvalue,Value of current sales estimates.,VECTOR,93%,3,3
oth553_sal_isprevspeak,Indicator if there was previous speech related to sales.,VECTOR,74%,7,7
oth553_sal_poscnt,Positive sentiment count related to sales.,VECTOR,73%,13,15
oth553_sal_preestvalue,Value of current sales estimates.,VECTOR,92%,4,5
oth553_sal_question_ratio,Ratio of questions in earnings call transcripts related to sales.,VECTOR,74%,1,1
oth553_sal_tncgen,Negative sentiment count related to sales.,VECTOR,74%,4,5
oth553_sal_wordcnt,Word count in earnings call transcripts related to sales.,VECTOR,74%,3,3
oth553_sal_yearspeakcnt,Count of speeches related to sales within the year.,VECTOR,79%,9,10
oth553_tncgen_a,General negative sentiment count.,MATRIX,82%,1,1
oth553_tncgen_p,General negative sentiment count.,MATRIX,83%,5,5
oth553_tncgen_q,General negative sentiment count.,MATRIX,81%,2,2
oth553_tncrecnu_a,Data field for financial opinion mining.,MATRIX,81%,1,1
oth553_tncrecnu_p,Data field for financial opinion mining.,MATRIX,83%,6,7
oth553_tncrecnu_q,Data field for financial opinion mining.,MATRIX,81%,4,4
