Field,Description,Type,Coverage,Users,Alphas
oth432_cheq_compustatdeltapredict_funda_mae,Mean Average Error of the model of Cash and Short-term Investments,MATRIX,84%,1,1
oth432_cheq_compustatdeltapredict_funda_predict,Predicted value of Cash and Short-term Investments,MATRIX,100%,27,74
oth432_cheq_mae,Mean Average Error of the model of Cash and Short-Term Investments,MATRIX,47%,2,15
oth432_cheq_predict,Predicted value of Cash and Short-Term Investments,MATRIX,89%,9,24
oth432_cheq_profitability_profitability1,1st profitability field of Cash and Short-term Investments,MATRIX,100%,23,92
oth432_cheq_profitability_profitability10,10th profitability field of Cash and Short-term Investments,MATRIX,69%,17,44
oth432_cheq_profitability_profitability11,11th profitability field of Cash and Short-term Investments,MATRIX,78%,12,41
oth432_cheq_profitability_profitability12,12th profitability field of Cash and Short-term Investments,MATRIX,97%,19,68
oth432_cheq_profitability_profitability2,2nd profitability field of Cash and Short-term Investments,MATRIX,100%,19,32
oth432_cheq_profitability_profitability3,3rd profitability field of Cash and Short-term Investments,MATRIX,99%,23,60
oth432_cheq_profitability_profitability4,4th profitability field of Cash and Short-term Investments,MATRIX,99%,16,63
oth432_cheq_profitability_profitability5,5th profitability field of Cash and Short-term Investments,MATRIX,96%,40,79
oth432_cheq_profitability_profitability6,6th profitability field of Cash and Short-term Investments,MATRIX,84%,20,44
oth432_cheq_profitability_profitability7,7th profitability field of Cash and Short-term Investments,MATRIX,79%,14,44
oth432_cheq_profitability_profitability8,8th profitability field of Cash and Short-term Investments,MATRIX,79%,8,34
oth432_cheq_profitability_profitability9,9th profitability field of Cash and Short-term Investments,MATRIX,99%,25,46
oth432_ciac_mae,Mean average error of the model of income available to com excl extraordinary items,MATRIX,31%,1,1
oth432_ciac_predict,Predict value of Income Available to Com Excl ExtraOrd,MATRIX,89%,15,26
oth432_cogs_compustatdeltapredict_annual_funda_madp,Mean Absolute Deviation of predicted value of Annual Cost of Goods Sold,MATRIX,97%,10,26
oth432_cogs_compustatdeltapredict_annual_funda_predict,Predicted value of Annual Cost of Goods Sold,MATRIX,96%,6,17
oth432_cogsq_compustatdeltapredict_funda_mada,Mean Absolute Deviation of scaled actual value of Quarterly Cost of Goods Sold,MATRIX,80%,11,86
oth432_cogsq_compustatdeltapredict_funda_madp,Mean Absolute Deviation of predicted value of Quarterly Cost of Goods Sold,MATRIX,100%,14,38
oth432_cogsq_compustatdeltapredict_funda_mae,Mean Average Error of the model of Quarterly Cost of Goods Sold,MATRIX,85%,3,4
oth432_cogsq_compustatdeltapredict_funda_predict,Predict value of Quarterly Cost of Goods Sold,MATRIX,100%,16,25
oth432_cogsq_mae,Mean Average Error of the model of Cost of Goods Sold,MATRIX,39%,2,3
oth432_cogsq_predict,Predicted value of Cost of Goods Sold,MATRIX,89%,14,113
oth432_compustat_models_leverage_payoff1,1st deleveraged profitability measure of Predictive models,MATRIX,75%,6,6
oth432_compustat_models_leverage_payoff2,2nd deleveraged profitability measure of Predictive models,MATRIX,75%,9,21
oth432_compustat_models_leverage_payoff3,3rd deleveraged profitability measure of Predictive models,MATRIX,75%,4,7
oth432_compustat_models_leverage_payoff4,4th deleveraged profitability measure of Predictive models,MATRIX,75%,8,15
oth432_compustat_models_leverage_payoff5,5th deleveraged profitability measure of Predictive models,MATRIX,75%,9,21
oth432_compustat_models_profitability1,1st profitability field of Predictive models,MATRIX,86%,7,8
oth432_compustat_models_profitability10,10th profitability field of Predictive models,MATRIX,83%,9,24
oth432_compustat_models_profitability11,11th profitability field of Predictive models,MATRIX,80%,5,5
oth432_compustat_models_profitability12,12th profitability field of Predictive models,MATRIX,80%,10,11
oth432_compustat_models_profitability13,13th profitability field of Predictive models,MATRIX,80%,5,21
oth432_compustat_models_profitability14,14th profitability field of Predictive models,MATRIX,80%,5,11
oth432_compustat_models_profitability15,15th profitability field of Predictive models,MATRIX,80%,4,10
oth432_compustat_models_profitability2,2nd profitability field of Predictive models,MATRIX,86%,5,5
oth432_compustat_models_profitability3,3rd profitability field of Predictive models,MATRIX,86%,11,23
oth432_compustat_models_profitability4,4th profitability field of Predictive models,MATRIX,86%,13,25
oth432_compustat_models_profitability5,5th profitability field of Predictive models,MATRIX,86%,7,16
oth432_compustat_models_profitability6,6th profitability field of Predictive models,MATRIX,83%,7,12
oth432_compustat_models_profitability7,7th profitability field of Predictive models,MATRIX,83%,14,18
oth432_compustat_models_profitability8,8th profitability field of Predictive models,MATRIX,83%,7,11
oth432_compustat_models_profitability9,9th profitability field of Predictive models,MATRIX,83%,6,8
oth432_compustat_models_tot_rev_cap,Total Revenue to market cap ratio of Predictive models,MATRIX,86%,15,18
oth432_compustat_models_tot_rev_yield,Total Revenue Yield of Predictive models,MATRIX,85%,28,38
oth432_compustatpredictiveacoq_mad_act,Mean Absolute Deviation of scaled actual value of Other Current Assets,MATRIX,86%,13,42
oth432_compustatpredictiveacoq_mad_pred,Mean Absolute Deviation of predicted value of Other Current Assets,MATRIX,86%,6,8
oth432_compustatpredictiveacoq_mae,Mean Average Error of the model of Other Current Assets,MATRIX,86%,8,23
oth432_compustatpredictiveacoq_prediction,Predicted Value of Other Current Assets,MATRIX,87%,8,14
oth432_compustatpredictiveancq_mad_act,Mean Absolute Deviation of scaled actual value of Non-current Assets,MATRIX,80%,10,19
oth432_compustatpredictiveancq_mad_pred,Mean Absolute Deviation of predicted value of Non-current Assets,MATRIX,80%,10,14
oth432_compustatpredictiveancq_mae,Mean Average Error of the model of Non-current Assets,MATRIX,80%,14,48
oth432_compustatpredictiveancq_prediction,Predict value of Non-current Assets,MATRIX,80%,12,27
oth432_compustatpredictiveapq_mad_act,Mean Absolute Deviation of scaled actual value of Accounts Payable,MATRIX,100%,5,5
oth432_compustatpredictiveapq_mad_pred,Mean Absolute Deviation of predicted value of Accounts Payable,MATRIX,100%,7,10
oth432_compustatpredictiveapq_mae,Mean Average Error of the model of Accounts Payable,MATRIX,100%,14,21
oth432_compustatpredictiveapq_prediction,Predicted value of Accounts Payable,MATRIX,100%,6,10
oth432_compustatpredictiveatq_mad_act,Mean Absolute Deviation of scaled actual value of Total Assets,MATRIX,100%,3,10
oth432_compustatpredictiveatq_mad_pred,Mean Absolute Deviation of predicted value of Total Assets,MATRIX,100%,14,40
oth432_compustatpredictiveatq_mae,Mean Average Error of the model of Total Assets,MATRIX,100%,9,24
oth432_compustatpredictiveatq_prediction,Predicted Value of Total Assets,MATRIX,100%,13,55
oth432_compustatpredictivecheq_mad_act,Mean Absolute Deviation of scaled actual value of Cash and Short-term Investments,MATRIX,100%,13,68
oth432_compustatpredictivecheq_mad_pred,Mean Absolute Deviation of predicted value of Cash and Short-term Investments,MATRIX,100%,7,8
oth432_compustatpredictivecheq_mae,Mean Average Error of the model of Cash and Short-term Investments,MATRIX,100%,7,13
oth432_compustatpredictivecheq_prediction,Predicted value of Cash and Short-term Investments,MATRIX,100%,4,4
oth432_compustatpredictivecogsq_mad_act,Mean Absolute Deviation of scaled actual value of Quarterly Cost of Goods Sold,MATRIX,100%,16,75
oth432_compustatpredictivecogsq_mad_pred,Mean Absolute Deviation of predicted value of Quarterly Cost of Goods Sold,MATRIX,100%,28,66
oth432_compustatpredictivecogsq_mae,Mean Average Error of the model of Quarterly Cost of Goods Sold,MATRIX,100%,27,61
oth432_compustatpredictivecogsq_prediction,Predicted value of Quarterly Cost of Goods Sold,MATRIX,100%,6,14
oth432_compustatpredictivedlttq_mad_act,Mean Absolute Deviation of scaled actual value of Long-term Debt,MATRIX,92%,18,48
oth432_compustatpredictivedlttq_mad_pred,Mean Absolute Deviation of predicted value of Long-term Debt,MATRIX,92%,16,30
oth432_compustatpredictivedlttq_mae,Mean Average Error of the model of Long-term Debt,MATRIX,92%,5,20
oth432_compustatpredictivedlttq_prediction,Predicted Value of Long-term Debt,MATRIX,92%,6,8
oth432_compustatpredictiveepsfiq_mad_act,"Mean Absolute Deviation of scaled actual value of Earnings per Share (Diluted), including extraordinary items",MATRIX,100%,18,84
oth432_compustatpredictiveepsfiq_mad_pred,"Mean Absolute Deviation of predicted value of earnings per share (diluted), including extraordinary items",MATRIX,100%,11,16
oth432_compustatpredictiveepsfiq_mae,"Mean Average Error of the model of earnings per share (diluted), including extraordinary items",MATRIX,100%,6,6
oth432_compustatpredictiveepsfiq_prediction,"Predicted value of Earnings per Share (Diluted), including extraordinary items",MATRIX,100%,8,19
oth432_compustatpredictiveepsfxq_mad_act,"Mean Absolute Deviation of scaled actual value of Earnings per Share (Diluted), excluding extraordinary items",MATRIX,100%,8,10
oth432_compustatpredictiveepsfxq_mad_pred,"Mean Absolute Deviation of predicted value of Earnings per Share (Diluted), excluding extraordinary items",MATRIX,100%,15,29
oth432_compustatpredictiveepsfxq_mae,"Mean Average Error of the model of Earnings Per Share (Diluted), excluding extraordinary items",MATRIX,100%,8,29
oth432_compustatpredictiveepsfxq_prediction,"Predicted value of Earnings per Share (Diluted), excluding extraordinary items",MATRIX,100%,4,18
oth432_compustatpredictiveepspiq_mad_act,"Mean Absolute Deviation of scaled actual value of Earnings per Share (Basic), including extraordinary items",MATRIX,100%,16,25
oth432_compustatpredictiveepspiq_mad_pred,"Mean Absolute Deviation of Predicted Value of Earnings Per Share (Basic), Including Extraordinary Items",MATRIX,100%,6,6
oth432_compustatpredictiveepspiq_mae,"Mean Average Error of the model of Earnings per Share (Basic), including extraordinary items",MATRIX,100%,15,27
oth432_compustatpredictiveepspiq_prediction,"Predict Value of Earnings Per Share (Basic), Including Extraordinary Items",MATRIX,100%,1,1
oth432_compustatpredictiveepsx12_mad_act,"Mean Absolute Deviation of scaled actual value of Earnings per Share (Basic), excluding extraordinary items, 12 months moving",MATRIX,100%,17,72
oth432_compustatpredictiveepsx12_mad_pred,"Mean Absolute Deviation of predicted value of earnings per share (basic), excluding extraordinary items, 12 months moving",MATRIX,100%,7,14
oth432_compustatpredictiveepsx12_mae,"Mean average error of the model of earnings per share (basic), excluding extraordinary items, 12 months moving",MATRIX,100%,37,84
oth432_compustatpredictiveepsx12_prediction,"Predict value of Earnings per Share (Basic), excluding extraordinary items, 12 months moving",MATRIX,100%,7,13
oth432_compustatpredictivegdwlq_mad_act,Mean Absolute Deviation of scaled actual value of Goodwill,MATRIX,73%,12,94
oth432_compustatpredictivegdwlq_mad_pred,Mean Absolute Deviation of predicted value of Goodwill,MATRIX,73%,12,17
oth432_compustatpredictivegdwlq_mae,Mean Average Error of the model of Goodwill,MATRIX,73%,7,24
oth432_compustatpredictivegdwlq_prediction,Predicted value of Goodwill,MATRIX,76%,9,24
oth432_compustatpredictiveintanoq_mad_act,Mean Absolute Deviation of scaled actual value of Other Intangibles,MATRIX,74%,11,26
oth432_compustatpredictiveintanoq_mad_pred,Mean Absolute Deviation of predicted value of Other Intangibles,MATRIX,74%,10,52
oth432_compustatpredictiveintanoq_mae,Mean Average Error of the model of Other Intangibles,MATRIX,74%,12,17
oth432_compustatpredictiveintanoq_prediction,Predict value of Other Intangibles,MATRIX,79%,8,22
oth432_compustatpredictiveinvtq_mad_act,Mean Absolute Deviation of scaled actual value of Total Inventories,MATRIX,71%,10,19
oth432_compustatpredictiveinvtq_mad_pred,Mean Absolute Deviation of predicted value of Total Inventories,MATRIX,71%,7,13
oth432_compustatpredictiveinvtq_mae,Mean Average Error of the model of Total Inventories,MATRIX,71%,10,15
oth432_compustatpredictiveinvtq_prediction,Predicted value of Total Inventories,MATRIX,72%,10,35
oth432_compustatpredictivelctq_mad_act,Mean Absolute Deviation of scaled actual value of Total Current Liabilities,MATRIX,82%,8,21
oth432_compustatpredictivelctq_mad_pred,Mean Absolute Deviation of predicted value of Total Current Liabilities,MATRIX,82%,7,10
oth432_compustatpredictivelctq_mae,Mean Average Error of the model of Total Current Liabilities,MATRIX,82%,2,8
oth432_compustatpredictivelctq_prediction,Predicted value of Total Current Liabilities,MATRIX,83%,11,25
oth432_compustatpredictiveltq_mad_act,Mean Absolute Deviation of scaled actual value of Total Liabilities,MATRIX,100%,9,24
oth432_compustatpredictiveltq_mad_pred,Mean Absolute Deviation of predicted value of Total Liabilities,MATRIX,100%,6,18
oth432_compustatpredictiveltq_mae,Mean Average Error of the model of Total Liabilities,MATRIX,100%,14,30
oth432_compustatpredictiveltq_prediction,Predicted Value of Total Liabilities,MATRIX,100%,2,24
oth432_compustatpredictiveniq_mad_act,Mean Absolute Deviation of scaled actual value of Net Income,MATRIX,100%,29,47
oth432_compustatpredictiveniq_mad_pred,Mean Absolute Deviation of predicted value of Net Income,MATRIX,100%,15,52
oth432_compustatpredictiveniq_mae,Mean Average Error of the model of Net Income,MATRIX,100%,17,28
oth432_compustatpredictiveniq_prediction,Predict value of Net Income,MATRIX,100%,1,2
oth432_compustatpredictiveoeps12_mad_act,"Mean Absolute Deviation of scaled actual value of Earnings per Share from Operations, 12 months moving",MATRIX,100%,8,55
oth432_compustatpredictiveoeps12_mad_pred,"Mean Absolute Deviation of predicted value of Earnings per Share from Operations, 12 months moving",MATRIX,100%,4,5
oth432_compustatpredictiveoeps12_mae,"Mean Average Error of the model of Earnings per Share from Operations, 12 months moving",MATRIX,100%,23,73
oth432_compustatpredictiveoeps12_prediction,"Predict value of Earnings per Share from Operations, 12 months moving",MATRIX,100%,16,78
oth432_compustatpredictiveoiadpq_mad_act,Mean Absolute Deviation of scaled actual value of Operating income after Depreciation,MATRIX,100%,36,75
oth432_compustatpredictiveoiadpq_mad_pred,Mean Absolute Deviation of predicted value of Operating income after Depreciation,MATRIX,100%,16,27
oth432_compustatpredictiveoiadpq_mae,Mean Average Error of the model of Operating income after Depreciation,MATRIX,100%,14,25
