Field,Description,Type,Coverage,Users,Alphas
oth455_competitor_n2v_p10_q200_w2_pca_fact3_cluster_10,"D1-lagged categorical label (10 clusters) based on PC3 score from the W2 Node2Vec competitor embedding (USA, N2V P10 Q200)",GROUP,96%,10,71
oth455_competitor_n2v_p10_q200_w2_pca_fact3_cluster_20,"D1-lagged categorical label (20 clusters) based on PC3 score from the W2 Node2Vec competitor embedding (USA, N2V P10 Q200)",GROUP,97%,6,9
oth455_competitor_n2v_p10_q200_w2_pca_fact3_cluster_5,"D1-lagged categorical label (5 clusters) based on PC3 score from the W2 Node2Vec competitor embedding (USA, N2V P10 Q200)",GROUP,95%,8,14
oth455_competitor_n2v_p10_q200_w3_kmeans_cluster_10,KMeans cluster label (k=10) for the D1-lagged Node2Vec embedding built from USA competitor relationships (window 3),GROUP,97%,14,31
oth455_competitor_n2v_p10_q200_w3_kmeans_cluster_20,KMeans cluster label (k=20) for the D1-lagged Node2Vec embedding built from USA competitor relationships (window 3),GROUP,97%,12,22
oth455_competitor_n2v_p10_q200_w3_kmeans_cluster_5,KMeans cluster label (k=5) for the D1-lagged Node2Vec embedding built from USA competitor relationships (window 3),GROUP,96%,10,21
oth455_competitor_n2v_p10_q200_w3_pca_fact1_cluster_10,"Cluster ID (k=10) based on the 1st PCA component from the Node2Vec competitor embedding (window 3), D1-lagged",GROUP,97%,8,14
oth455_competitor_n2v_p10_q200_w3_pca_fact1_cluster_20,"Cluster ID (k=20) based on the 1st PCA component from the Node2Vec competitor embedding (window 3), D1-lagged",GROUP,97%,7,13
oth455_competitor_n2v_p10_q200_w3_pca_fact1_cluster_5,"Cluster ID (k=5) based on the 1st PCA component from the Node2Vec competitor embedding (window 3), D1-lagged",GROUP,96%,11,19
oth455_competitor_n2v_p10_q200_w3_pca_fact2_cluster_10,"Cluster ID (k=10) based on the 2nd PCA component from the Node2Vec competitor embedding (window 3), D1-lagged",GROUP,96%,10,14
oth455_competitor_n2v_p10_q200_w3_pca_fact2_cluster_20,"Cluster ID (k=20) based on the 2nd PCA component from the Node2Vec competitor embedding (window 3), D1-lagged",GROUP,97%,7,18
oth455_competitor_n2v_p10_q200_w3_pca_fact2_cluster_5,"Cluster ID (k=5) based on the 2nd PCA component from the Node2Vec competitor embedding (window 3), D1-lagged",GROUP,95%,15,433
oth455_competitor_n2v_p10_q200_w3_pca_fact3_cluster_10,"Cluster ID (k=10) based on the 3rd PCA component from the Node2Vec competitor embedding (window 3), D1-lagged",GROUP,96%,10,17
oth455_competitor_n2v_p10_q200_w3_pca_fact3_cluster_20,"Cluster ID (k=20) based on the 3rd PCA component from the Node2Vec competitor embedding (window 3), D1-lagged",GROUP,97%,8,11
oth455_competitor_n2v_p10_q200_w3_pca_fact3_cluster_5,"Cluster ID (k=5) based on the 3rd PCA component from the Node2Vec competitor embedding (window 3), D1-lagged",GROUP,95%,7,9
oth455_competitor_n2v_p10_q200_w4_kmeans_cluster_10,K-means cluster membership (10 groups) from window 4 latent vectors of the Asia competitor N2V embeddings; D1-lagged,GROUP,97%,12,36
oth455_competitor_n2v_p10_q200_w4_kmeans_cluster_20,K-means cluster membership (20 groups) from window 4 latent vectors of the Asia competitor N2V embeddings; D1-lagged,GROUP,97%,5,15
oth455_competitor_n2v_p10_q200_w4_kmeans_cluster_5,K-means cluster membership (5 groups) from window 4 latent vectors of the Asia competitor N2V embeddings; D1-lagged,GROUP,96%,9,11
oth455_competitor_n2v_p10_q200_w4_pca_fact1_cluster_10,"Cluster ID (k=10) based on the 1st PCA component from the Node2Vec competitor embedding (window 4), D1-lagged",GROUP,96%,7,239
oth455_competitor_n2v_p10_q200_w4_pca_fact1_cluster_20,"Cluster ID (k=20) based on the 1st PCA component from the Node2Vec competitor embedding (window 4), D1-lagged",GROUP,97%,5,7
oth455_competitor_n2v_p10_q200_w4_pca_fact1_cluster_5,"Cluster ID (k=5) based on the 1st PCA component from the Node2Vec competitor embedding (window 4), D1-lagged",GROUP,96%,6,11
oth455_competitor_n2v_p10_q200_w4_pca_fact2_cluster_10,"Cluster ID (k=10) based on the 2nd PCA component from the Node2Vec competitor embedding (window 4), D1-lagged",GROUP,96%,5,7
oth455_competitor_n2v_p10_q200_w4_pca_fact2_cluster_20,"Cluster ID (k=20) based on the 2nd PCA component from the Node2Vec competitor embedding (window 4), D1-lagged",GROUP,97%,7,17
oth455_competitor_n2v_p10_q200_w4_pca_fact2_cluster_5,"Cluster ID (k=5) based on the 2nd PCA component from the Node2Vec competitor embedding (window 4), D1-lagged",GROUP,95%,9,15
oth455_competitor_n2v_p10_q200_w4_pca_fact3_cluster_10,Categorical cluster ID (10 groups) based on PCA component 3 scores from window 4 N2V competitor embeddings for Asia; D1-lagged,GROUP,96%,6,9
oth455_competitor_n2v_p10_q200_w4_pca_fact3_cluster_20,Categorical cluster ID (20 groups) based on PCA component 3 scores from window 4 N2V competitor embeddings for Asia; D1-lagged,GROUP,97%,7,14
oth455_competitor_n2v_p10_q200_w4_pca_fact3_cluster_5,Categorical cluster ID (5 groups) based on PCA component 3 scores from window 4 N2V competitor embeddings for Asia; D1-lagged,GROUP,95%,6,8
oth455_competitor_n2v_p10_q200_w5_kmeans_cluster_10,KMeans cluster label (k=10) on the window-5 N2V competitor embedding; D1-lagged,GROUP,97%,7,20
oth455_competitor_n2v_p10_q200_w5_kmeans_cluster_20,KMeans cluster label (k=20) on the window-5 N2V competitor embedding; D1-lagged,GROUP,97%,7,16
oth455_competitor_n2v_p10_q200_w5_kmeans_cluster_5,KMeans cluster label (k=5) on the window-5 N2V competitor embedding; D1-lagged,GROUP,96%,8,11
oth455_competitor_n2v_p10_q200_w5_pca_fact1_cluster_10,Cluster label (k=10) based on the 1st PCA component in window 5 from N2V competitor embeddings; D1-lagged,GROUP,97%,9,12
oth455_competitor_n2v_p10_q200_w5_pca_fact1_cluster_20,Cluster label (k=20) based on the 1st PCA component in window 5 from N2V competitor embeddings; D1-lagged,GROUP,97%,4,6
oth455_competitor_n2v_p10_q200_w5_pca_fact1_cluster_5,Cluster label (k=5) based on the 1st PCA component in window 5 from N2V competitor embeddings; D1-lagged,GROUP,96%,6,7
oth455_competitor_n2v_p10_q200_w5_pca_fact2_cluster_10,Cluster label (k=10) based on the 2nd PCA component in window 5 from N2V competitor embeddings; D1-lagged,GROUP,96%,8,568
oth455_competitor_n2v_p10_q200_w5_pca_fact2_cluster_20,Cluster label (k=20) based on the 2nd PCA component in window 5 from N2V competitor embeddings; D1-lagged,GROUP,97%,5,12
oth455_competitor_n2v_p10_q200_w5_pca_fact2_cluster_5,Cluster label (k=5) based on the 2nd PCA component in window 5 from N2V competitor embeddings; D1-lagged,GROUP,95%,6,7
oth455_competitor_n2v_p10_q200_w5_pca_fact3_cluster_10,Cluster label (k=10) based on the 3rd PCA component in window 5 from N2V competitor embeddings; D1-lagged,GROUP,96%,9,19
oth455_competitor_n2v_p10_q200_w5_pca_fact3_cluster_20,Cluster label (k=20) based on the 3rd PCA component in window 5 from N2V competitor embeddings; D1-lagged,GROUP,97%,3,4
oth455_competitor_n2v_p10_q200_w5_pca_fact3_cluster_5,Cluster label (k=5) based on the 3rd PCA component in window 5 from N2V competitor embeddings; D1-lagged,GROUP,95%,7,8
oth455_competitor_n2v_p10_q50_w1_kmeans_cluster_10,KMeans cluster label (k=10) for the N2V competitor embeddings in window 1 (D1-lagged),GROUP,97%,141,1509
oth455_competitor_n2v_p10_q50_w1_kmeans_cluster_20,"KMeans cluster label (20 groups) on N2V competitor embeddings (USA), window 1, D1-lagged",GROUP,97%,6,10
oth455_competitor_n2v_p10_q50_w1_kmeans_cluster_5,"KMeans cluster label (5 groups) on N2V competitor embeddings (USA), window 1, D1-lagged",GROUP,96%,7,14
oth455_competitor_n2v_p10_q50_w1_pca_fact1_cluster_10,"Cluster label from clustering the 1st PCA component into 10 groups on N2V competitor embeddings (USA), window 1, D1-lagged",GROUP,96%,5,6
oth455_competitor_n2v_p10_q50_w1_pca_fact1_cluster_20,"Cluster label from clustering the 1st PCA component into 20 groups on N2V competitor embeddings (USA), window 1, D1-lagged",GROUP,97%,7,14
oth455_competitor_n2v_p10_q50_w1_pca_fact1_cluster_5,Cluster assignment (k=5) based on the 1st PCA factor of N2V competitor embeddings in window 1 (D1-lagged),GROUP,95%,5,7
oth455_competitor_n2v_p10_q50_w1_pca_fact2_cluster_10,Cluster assignment (k=10) based on the 2nd PCA factor of N2V competitor embeddings in window 1 (D1-lagged),GROUP,96%,6,7
oth455_competitor_n2v_p10_q50_w1_pca_fact2_cluster_20,"Cluster label from clustering the 2nd PCA component into 20 groups on N2V competitor embeddings (USA), window 1, D1-lagged",GROUP,97%,3,4
oth455_competitor_n2v_p10_q50_w1_pca_fact2_cluster_5,"Daily D1-lagged categorical label assigning the stock to 1 of 5 clusters based on PCA factor 2 from the AMR competitor Node2Vec embedding (P10_Q50), window 1",GROUP,95%,6,8
oth455_competitor_n2v_p10_q50_w1_pca_fact3_cluster_10,"Cluster label from clustering the 3rd PCA component into 10 groups on N2V competitor embeddings (USA), window 1, D1-lagged",GROUP,96%,10,12
oth455_competitor_n2v_p10_q50_w1_pca_fact3_cluster_20,Cluster assignment for the 3rd principal component with k=20 in window 1,GROUP,97%,4,7
oth455_competitor_n2v_p10_q50_w1_pca_fact3_cluster_5,"Cluster label from clustering the 3rd PCA component into 5 groups on N2V competitor embeddings (USA), window 1, D1-lagged",GROUP,95%,10,91
oth455_competitor_n2v_p10_q50_w2_kmeans_cluster_10,"KMeans cluster label (10 groups) on N2V competitor embeddings (USA), window 2, D1-lagged",GROUP,96%,10,447
oth455_competitor_n2v_p10_q50_w2_kmeans_cluster_20,"KMeans cluster label, k=20, window 2",GROUP,97%,8,14
oth455_competitor_n2v_p10_q50_w2_kmeans_cluster_5,"KMeans cluster label, k=5, window 2",GROUP,96%,8,62
oth455_competitor_n2v_p10_q50_w2_pca_fact1_cluster_10,"Cluster label from clustering the 1st PCA component into 10 groups on N2V competitor embeddings (USA), window 2, D1-lagged",GROUP,97%,5,7
oth455_competitor_n2v_p10_q50_w2_pca_fact1_cluster_20,"Daily D1-lagged categorical label assigning the stock to 1 of 20 clusters based on PCA factor 1 from the AMR competitor Node2Vec embedding (P10_Q50), window 2",GROUP,97%,5,6
oth455_competitor_n2v_p10_q50_w2_pca_fact1_cluster_5,"Cluster label from clustering the 1st PCA component into 5 groups on N2V competitor embeddings (USA), window 2, D1-lagged",GROUP,96%,8,30
oth455_competitor_n2v_p10_q50_w2_pca_fact2_cluster_10,"Cluster label from clustering the 2nd PCA component into 10 groups on N2V competitor embeddings (USA), window 2, D1-lagged",GROUP,96%,8,484
oth455_competitor_n2v_p10_q50_w2_pca_fact2_cluster_20,Cluster assignment (k=20) based on the 2nd PCA factor of N2V competitor embeddings in window 2 (D1-lagged),GROUP,97%,4,5
oth455_competitor_n2v_p10_q50_w2_pca_fact2_cluster_5,Cluster assignment for the 2nd principal component with k=5 in window 2,GROUP,95%,3,4
oth455_competitor_n2v_p10_q50_w2_pca_fact3_cluster_10,"Cluster label from clustering the 3rd PCA component into 10 groups on N2V competitor embeddings (USA), window 2, D1-lagged",GROUP,96%,6,9
oth455_competitor_n2v_p10_q50_w2_pca_fact3_cluster_20,"PCA component 3 cluster label (k=20) from Node2Vec competitor embeddings, window 2 (D1-lagged)",GROUP,97%,2,3
oth455_competitor_n2v_p10_q50_w2_pca_fact3_cluster_5,"PCA component 3 cluster label (k=5) from Node2Vec competitor embeddings, window 2 (D1-lagged)",GROUP,95%,6,11
oth455_competitor_n2v_p10_q50_w3_kmeans_cluster_10,"KMeans cluster label (k=10) for Node2Vec competitor embeddings, window 3 (D1-lagged)",GROUP,97%,6,18
oth455_competitor_n2v_p10_q50_w3_kmeans_cluster_20,"KMeans cluster label (20 groups) on N2V competitor embeddings (USA), window 3, D1-lagged",GROUP,97%,9,334
oth455_competitor_n2v_p10_q50_w3_kmeans_cluster_5,KMeans cluster label (k=5) for the N2V competitor embeddings in window 3 (D1-lagged),GROUP,96%,6,7
oth455_competitor_n2v_p10_q50_w3_pca_fact1_cluster_10,Cluster assignment (k=10) based on the 1st PCA factor of N2V competitor embeddings in window 3 (D1-lagged),GROUP,97%,6,8
oth455_competitor_n2v_p10_q50_w3_pca_fact1_cluster_20,"Cluster label from clustering the 1st PCA component into 20 groups on N2V competitor embeddings (USA), window 3, D1-lagged",GROUP,97%,4,14
oth455_competitor_n2v_p10_q50_w3_pca_fact1_cluster_5,Cluster assignment for the 1st principal component with k=5 in window 3,GROUP,96%,4,6
oth455_competitor_n2v_p10_q50_w3_pca_fact2_cluster_10,Cluster assignment for the 2nd principal component with k=10 in window 3,GROUP,96%,7,9
oth455_competitor_n2v_p10_q50_w3_pca_fact2_cluster_20,"Cluster label from clustering the 2nd PCA component into 20 groups on N2V competitor embeddings (USA), window 3, D1-lagged",GROUP,97%,5,6
oth455_competitor_n2v_p10_q50_w3_pca_fact2_cluster_5,Cluster assignment (k=5) based on the 2nd PCA factor of N2V competitor embeddings in window 3 (D1-lagged),GROUP,95%,8,10
oth455_competitor_n2v_p10_q50_w3_pca_fact3_cluster_10,"PCA component 3 cluster label (k=10) from Node2Vec competitor embeddings, window 3 (D1-lagged)",GROUP,96%,3,4
oth455_competitor_n2v_p10_q50_w3_pca_fact3_cluster_20,"PCA component 3 cluster label (k=20) from Node2Vec competitor embeddings, window 3 (D1-lagged)",GROUP,97%,2,3
oth455_competitor_n2v_p10_q50_w3_pca_fact3_cluster_5,Cluster assignment for the 3rd principal component with k=5 in window 3,GROUP,95%,2,3
oth455_competitor_n2v_p10_q50_w4_kmeans_cluster_10,"KMeans cluster label (k=10) for Node2Vec competitor embeddings, window 4 (D1-lagged)",GROUP,97%,7,14
oth455_competitor_n2v_p10_q50_w4_kmeans_cluster_20,KMeans cluster label (k=20) for the N2V competitor embeddings in window 4 (D1-lagged),GROUP,97%,4,5
oth455_competitor_n2v_p10_q50_w4_kmeans_cluster_5,"KMeans cluster label (k=5) for Node2Vec competitor embeddings, window 4 (D1-lagged)",GROUP,96%,7,117
oth455_competitor_n2v_p10_q50_w4_pca_fact1_cluster_10,Cluster assignment for the 1st principal component with k=10 in window 4,GROUP,96%,3,5
oth455_competitor_n2v_p10_q50_w4_pca_fact1_cluster_20,"Cluster label from clustering the 1st PCA component into 20 groups on N2V competitor embeddings (USA), window 4, D1-lagged",GROUP,97%,7,9
oth455_competitor_n2v_p10_q50_w4_pca_fact1_cluster_5,Cluster assignment for the 1st principal component with k=5 in window 4,GROUP,95%,5,6
oth455_competitor_n2v_p10_q50_w4_pca_fact2_cluster_10,Cluster assignment for the 2nd principal component with k=10 in window 4,GROUP,96%,4,11
oth455_competitor_n2v_p10_q50_w4_pca_fact2_cluster_20,Cluster assignment (k=20) based on the 2nd PCA factor of N2V competitor embeddings in window 4 (D1-lagged),GROUP,97%,2,3
oth455_competitor_n2v_p10_q50_w4_pca_fact2_cluster_5,"Cluster label from clustering the 2nd PCA component into 5 groups on N2V competitor embeddings (USA), window 4, D1-lagged",GROUP,95%,4,5
oth455_competitor_n2v_p10_q50_w4_pca_fact3_cluster_10,Cluster assignment (k=10) based on the 3rd PCA factor of N2V competitor embeddings in window 4 (D1-lagged),GROUP,96%,4,5
oth455_competitor_n2v_p10_q50_w4_pca_fact3_cluster_20,"PCA component 3 cluster label (k=20) from Node2Vec competitor embeddings, window 4 (D1-lagged)",GROUP,97%,2,3
oth455_competitor_n2v_p10_q50_w4_pca_fact3_cluster_5,Cluster assignment (k=5) based on the 3rd PCA factor of N2V competitor embeddings in window 4 (D1-lagged),GROUP,95%,5,7
oth455_competitor_n2v_p10_q50_w5_kmeans_cluster_10,KMeans cluster label (k=10) for the N2V competitor embeddings in window 5 (D1-lagged),GROUP,97%,6,15
oth455_competitor_n2v_p10_q50_w5_kmeans_cluster_20,"KMeans cluster label (20 groups) on N2V competitor embeddings (USA), window 5, D1-lagged",GROUP,97%,5,7
oth455_competitor_n2v_p10_q50_w5_kmeans_cluster_5,KMeans cluster label (k=5) for the N2V competitor embeddings in window 5 (D1-lagged),GROUP,96%,5,12
oth455_competitor_n2v_p10_q50_w5_pca_fact1_cluster_10,"Cluster label from clustering the 1st PCA component into 10 groups on N2V competitor embeddings (USA), window 5, D1-lagged",GROUP,97%,5,6
oth455_competitor_n2v_p10_q50_w5_pca_fact1_cluster_20,"PCA component 1 cluster label (k=20) from Node2Vec competitor embeddings, window 5 (D1-lagged)",GROUP,97%,4,6
oth455_competitor_n2v_p10_q50_w5_pca_fact1_cluster_5,"Cluster label (k=5) for PCA component 1 from AMR competitor Node2Vec embeddings (P10,Q50), D1-lagged, window 5",GROUP,96%,10,24
oth455_competitor_n2v_p10_q50_w5_pca_fact2_cluster_10,"Cluster label from clustering the 2nd PCA component into 10 groups on N2V competitor embeddings (USA), window 5, D1-lagged",GROUP,96%,6,9
oth455_competitor_n2v_p10_q50_w5_pca_fact2_cluster_20,"Cluster label (k=20) for PCA component 2 from AMR competitor Node2Vec embeddings (P10,Q50), D1-lagged, window 5",GROUP,97%,5,6
oth455_competitor_n2v_p10_q50_w5_pca_fact2_cluster_5,"Cluster label (k=5) for PCA component 2 from AMR competitor Node2Vec embeddings (P10,Q50), D1-lagged, window 5",GROUP,95%,5,8
oth455_competitor_n2v_p10_q50_w5_pca_fact3_cluster_10,"Cluster label (k=10) for PCA component 3 from AMR competitor Node2Vec embeddings (P10,Q50), D1-lagged, window 5",GROUP,96%,4,5
oth455_competitor_n2v_p10_q50_w5_pca_fact3_cluster_20,"Cluster label (k=20) for PCA component 3 from AMR competitor Node2Vec embeddings (P10,Q50), D1-lagged, window 5",GROUP,97%,8,451
oth455_competitor_n2v_p10_q50_w5_pca_fact3_cluster_5,"PCA component 3 cluster label (k=5) from Node2Vec competitor embeddings, window 5 (D1-lagged)",GROUP,95%,3,4
oth455_competitor_n2v_p50_q200_w1_kmeans_cluster_10,"KMeans cluster label (10 groups) on W1 latent vectors derived from USA competitor N2V embeddings; integer categorical, non-ordinal",GROUP,96%,13,28
oth455_competitor_n2v_p50_q200_w1_kmeans_cluster_20,"KMeans cluster label (20 groups) on W1 latent vectors derived from USA competitor N2V embeddings; integer categorical, non-ordinal",GROUP,97%,9,483
oth455_competitor_n2v_p50_q200_w1_kmeans_cluster_5,"KMeans cluster label (5 groups) on W1 latent vectors derived from USA competitor N2V embeddings; integer categorical, non-ordinal",GROUP,96%,9,11
oth455_competitor_n2v_p50_q200_w1_pca_fact1_cluster_10,"Cluster label (10 groups) by clustering the 1st PCA eigenvalue in W1 from USA competitor N2V embeddings; integer categorical, non-ordinal",GROUP,96%,6,6
oth455_competitor_n2v_p50_q200_w1_pca_fact1_cluster_20,"Cluster label (20 groups) by clustering the 1st PCA eigenvalue in W1 from USA competitor N2V embeddings; integer categorical, non-ordinal",GROUP,97%,5,8
oth455_competitor_n2v_p50_q200_w1_pca_fact1_cluster_5,"Cluster label (5 groups) by clustering the 1st PCA eigenvalue in W1 from USA competitor N2V embeddings; integer categorical, non-ordinal",GROUP,95%,8,584
oth455_competitor_n2v_p50_q200_w1_pca_fact2_cluster_10,"Cluster label (10 groups) by clustering the 2nd PCA eigenvalue in W1 from USA competitor N2V embeddings; integer categorical, non-ordinal",GROUP,96%,13,572
oth455_competitor_n2v_p50_q200_w1_pca_fact2_cluster_20,"Cluster label (20 groups) by clustering the 2nd PCA eigenvalue in W1 from USA competitor N2V embeddings; integer categorical, non-ordinal",GROUP,97%,6,6
oth455_competitor_n2v_p50_q200_w1_pca_fact2_cluster_5,"Cluster label (5 groups) by clustering the 2nd PCA eigenvalue in W1 from USA competitor N2V embeddings; integer categorical, non-ordinal",GROUP,95%,3,3
oth455_competitor_n2v_p50_q200_w1_pca_fact3_cluster_10,"Cluster label (10 groups) by clustering the 3rd PCA eigenvalue in W1 from USA competitor N2V embeddings; integer categorical, non-ordinal",GROUP,96%,7,11
oth455_competitor_n2v_p50_q200_w1_pca_fact3_cluster_20,"Cluster label (20 groups) by clustering the 3rd PCA eigenvalue in W1 from USA competitor N2V embeddings; integer categorical, non-ordinal",GROUP,97%,4,4
oth455_competitor_n2v_p50_q200_w1_pca_fact3_cluster_5,"Cluster label (5 groups) by clustering the 3rd PCA eigenvalue in W1 from USA competitor N2V embeddings; integer categorical, non-ordinal",GROUP,95%,2,2
oth455_competitor_n2v_p50_q200_w2_kmeans_cluster_10,KMeans cluster label (k=10) for window-2 latent vectors derived via Node2Vec on competitor relations (D1-lag),GROUP,96%,7,15
oth455_competitor_n2v_p50_q200_w2_kmeans_cluster_20,KMeans cluster label (k=20) for window-2 latent vectors derived via Node2Vec on competitor relations (D1-lag),GROUP,97%,6,6
oth455_competitor_n2v_p50_q200_w2_kmeans_cluster_5,KMeans cluster label (k=5) for window-2 latent vectors derived via Node2Vec on competitor relations (D1-lag),GROUP,96%,8,8
oth455_competitor_n2v_p50_q200_w2_pca_fact1_cluster_10,"Cluster label (10 groups) by clustering the 1st PCA eigenvalue in W2 from USA competitor N2V embeddings; integer categorical, non-ordinal",GROUP,97%,7,173
oth455_competitor_n2v_p50_q200_w2_pca_fact1_cluster_20,"Cluster label (20 groups) by clustering the 1st PCA eigenvalue in W2 from USA competitor N2V embeddings; integer categorical, non-ordinal",GROUP,97%,7,643
oth455_competitor_n2v_p50_q200_w2_pca_fact1_cluster_5,"Cluster label (5 groups) by clustering the 1st PCA eigenvalue in W2 from USA competitor N2V embeddings; integer categorical, non-ordinal",GROUP,96%,3,3
oth455_competitor_n2v_p50_q200_w2_pca_fact2_cluster_10,"Cluster label (10 groups) by clustering the 2nd PCA eigenvalue in W2 from USA competitor N2V embeddings; integer categorical, non-ordinal",GROUP,96%,2,2
oth455_competitor_n2v_p50_q200_w2_pca_fact2_cluster_20,"Cluster label (20 groups) by clustering the 2nd PCA eigenvalue in W2 from USA competitor N2V embeddings; integer categorical, non-ordinal",GROUP,97%,2,2
oth455_competitor_n2v_p50_q200_w2_pca_fact2_cluster_5,"Cluster label (5 groups) by clustering the 2nd PCA eigenvalue in W2 from USA competitor N2V embeddings; integer categorical, non-ordinal",GROUP,95%,3,3
oth455_competitor_n2v_p50_q200_w2_pca_fact3_cluster_10,"Cluster label (10 groups) by clustering the 3rd PCA eigenvalue in W2 from USA competitor N2V embeddings; integer categorical, non-ordinal",GROUP,96%,7,548
oth455_competitor_n2v_p50_q200_w2_pca_fact3_cluster_20,"Cluster label (20 groups) by clustering the 3rd PCA eigenvalue in W2 from USA competitor N2V embeddings; integer categorical, non-ordinal",GROUP,97%,2,2
oth455_competitor_n2v_p50_q200_w2_pca_fact3_cluster_5,"Cluster label (5 groups) by clustering the 3rd PCA eigenvalue in W2 from USA competitor N2V embeddings; integer categorical, non-ordinal",GROUP,95%,6,491
oth455_competitor_n2v_p50_q200_w3_kmeans_cluster_10,KMeans cluster label (k=10) for window-3 latent vectors derived via Node2Vec on competitor relations (D1-lag),GROUP,97%,7,31
oth455_competitor_n2v_p50_q200_w3_kmeans_cluster_20,KMeans cluster label (k=20) for window-3 latent vectors derived via Node2Vec on competitor relations (D1-lag),GROUP,97%,6,6
oth455_competitor_n2v_p50_q200_w3_kmeans_cluster_5,KMeans cluster label (k=5) for window-3 latent vectors derived via Node2Vec on competitor relations (D1-lag),GROUP,96%,5,5
